Gene ID	Contig	Strand	Start	End	GeneType	description	GO-labels	protein domains	KOGid
Bathy12g00690	bathy_chrom_12	-	132837	135527	mRNA	elongation factor 2	GO:0005525	IPR000795: Protein synthesis factor, GTP-binding; G3DSA:2.40.30.10: no description; IPR005517: Translation elongation factor EFG/EF2, domain IV; G3DSA:3.30.70.870: no description; G3DSA:3.40.50.300: no description; PTHR23115: FAMILY NOT NAMED; IPR004161: Translation elongation factor EFTu/EF1A, domain 2; IPR000640: Translation elongation factor EFG/EF2, C-terminal; IPR020568: Ribosomal protein S5 domain 2-type fold; SSF52540: P-loop containing nucleoside triphosphate hydrolases; IPR014721: Ribosomal protein S5 domain 2-type fold, subgroup; G3DSA:3.90.1430.10: no description	NA
Bathy12g00700	bathy_chrom_12	-	136045	139554	mRNA	unknown protein	NA	NA	NA
Bathy12g00710	bathy_chrom_12	+	140277	140885	mRNA	predicted protein	GO:0008270	PTHR11102: FAMILY NOT NAMED; IPR000433: Zinc finger, ZZ-type	NA
Bathy12g00720	bathy_chrom_12	-	141205	142032	mRNA	nuclear transcription factor Y subunit gamma	GO:0003677	IPR009072: Histone-fold; IPR003958: Transcription factor CBF/NF-Y/archaeal histone; IPR000910: High mobility group, HMG1/HMG2; PTHR10252: HISTONE-LIKE TRANSCRIPTION FACTOR CCAAT-RELATED	NA
Bathy12g00730	bathy_chrom_12	+	142201	145125	mRNA	unnamed protein product	NA	IPR003388: Reticulon; IPR005069: Nucleotide-diphospho-sugar transferase, predicted	NA
Bathy12g00740	bathy_chrom_12	-	145227	146165	mRNA	predicted protein	GO:0003899;GO:0006350	PTHR12709: FAMILY NOT NAMED; IPR005576: RNA polymerase Rpb7, N-terminal	NA
Bathy12g00750	bathy_chrom_12	+	146360	146695	mRNA	unknown protein	NA	PF10961: DUF2763; PD353114: Q32PE3_BOVIN_Q32PE3;	NA
Bathy12g00760	bathy_chrom_12	-	147056	149533	mRNA	predicted protein	NA	IPR005829: Sugar transporter, conserved site; IPR020846: Major facilitator superfamily; IPR003663: Sugar/inositol transporter; IPR005828: General substrate transporter; G3DSA:1.20.1250.20: no description; IPR016196: Major facilitator superfamily, general substrate transporter; PTHR24063: FAMILY NOT NAMED	NA
Bathy12g00770	bathy_chrom_12	+	149601	150590	mRNA	predicted protein	GO:0030246;GO:0005975;GO:0003824	IPR011013: Glycoside hydrolase-type carbohydrate-binding; IPR008183: Aldose 1-epimerase; IPR014718: Glycoside hydrolase-type carbohydrate-binding, subgroup; PTHR11122: FAMILY NOT NAMED	NA
Bathy12g00780	bathy_chrom_12	-	150797	151975	mRNA	unknown protein	NA	NA	NA
Bathy12g00790	bathy_chrom_12	+	152181	154169	mRNA	hypothetical protein	NA	NA	NA
Bathy12g00800	bathy_chrom_12	+	154484	156133	mRNA	predicted protein	GO:0005515	IPR011990: Tetratricopeptide-like helical; IPR013026: Tetratricopeptide repeat-containing	NA
Bathy12g00810	bathy_chrom_12	-	156202	158451	mRNA	ATP-binding cassette sub-family G member 2	GO:0016020	G3DSA:3.40.50.300: no description; IPR003593: ATPase, AAA+ type, core; IPR003439: ABC transporter-like; IPR013525: ABC-2 type transporter; IPR017871: ABC transporter, conserved site; PTHR19241: FAMILY NOT NAMED	NA
Bathy12g00820	bathy_chrom_12	+	158774	159892	mRNA	predicted protein	NA	NA	NA
Bathy12g00830	bathy_chrom_12	-	160021	160788	mRNA	unknown protein	NA	NA	NA
Bathy12g00840	bathy_chrom_12	+	161149	161964	mRNA	PREDICTED: similar to calponin-homology and microtubule-associated protein	NA	IPR010441: Protein of unknown function DUF1042	NA
Bathy12g00850	bathy_chrom_12	+	162071	163081	mRNA	DUF250 domain membrane protein	NA	IPR004853: Domain of unknown function DUF250; PTHR11132: FAMILY NOT NAMED	NA
Bathy12g00860	bathy_chrom_12	+	163427	164053	mRNA	DNA replication complex GINS protein PSF1	NA	IPR021151: GINS complex; IPR005339: GINS complex, subunit Psf1	NA
Bathy12g00870	bathy_chrom_12	+	164136	164963	mRNA	predicted protein	NA	G3DSA:3.40.50.150: no description; IPR019410: Nicotinamide N-methyltransferase, putative	NA
Bathy12g00880	bathy_chrom_12	-	165089	167662	mRNA	predicted protein	NA	IPR000222: Protein phosphatase 2C, manganese/magnesium aspartate binding site; IPR001932: Protein phosphatase 2C-like; IPR014045: Protein phosphatase 2C, N-terminal; IPR015655: Protein phosphatase 2C	NA
Bathy12g00890	bathy_chrom_12	+	168148	169128	mRNA	unknown protein	NA	NA	NA
Bathy12g00900	bathy_chrom_12	-	169269	169841	mRNA	predicted protein	NA	NA	NA
Bathy12g00910	bathy_chrom_12	+	170373	172736	mRNA	unknown protein	GO:0005515	IPR015943: WD40/YVTN repeat-like-containing domain	NA
Bathy12g00920	bathy_chrom_12	-	172924	175710	mRNA	predicted protein	NA	IPR000357: HEAT; IPR001494: Importin-beta, N-terminal; IPR011989: Armadillo-like helical; IPR021133: HEAT, type 2; PTHR10527: IMPORTIN BETA	NA
Bathy12g00930	bathy_chrom_12	+	176495	177634	mRNA	N-acetyl-gamma-glutamyl-phosphate reductase	GO:0008152;GO:0003824;GO:0005488	IPR000534: Semialdehyde dehydrogenase, NAD-binding; IPR010136: N-acetyl-gamma-glutamyl-phosphate reductase, type 2; IPR016040: NAD(P)-binding domain	NA
Bathy12g00940	bathy_chrom_12	+	177785	179068	mRNA	predicted protein	NA	NA	NA
Bathy12g00950	bathy_chrom_12	+	179207	181549	mRNA	predicted protein	GO:0005524;GO:0004386;GO:0003676	G3DSA:3.40.50.300: no description; IPR011545: DNA/RNA helicase, DEAD/DEAH box type, N-terminal; IPR000629: RNA helicase, ATP-dependent, DEAD-box, conserved site; IPR014001: DEAD-like helicase; SSF52540: P-loop containing nucleoside triphosphate hydrolases; IPR001650: Helicase, C-terminal; PTHR24031: FAMILY NOT NAMED	NA
Bathy12g00960	bathy_chrom_12	-	181610	183303	mRNA	type 2 lactosamine alpha-2,3-sialyltransferase	GO:0006486;GO:0030173;GO:0008373	PTHR13713: FAMILY NOT NAMED; IPR001675: Glycosyl transferase, family 29	NA
Bathy12g00970	bathy_chrom_12	-	183435	184262	mRNA	predicted protein	NA	NA	NA
Bathy12g00980	bathy_chrom_12	+	184519	186384	mRNA	predicted protein	GO:0003872;GO:0006096;GO:0005945	PTHR13697: FAMILY NOT NAMED; IPR022953: Phosphofructokinase; G3DSA:3.40.50.450: no description; IPR000023: Phosphofructokinase domain	NA
Bathy12g00990	bathy_chrom_12	+	186715	188893	mRNA	lysyl-tRNA synthetase	GO:0006430;GO:0005524;GO:0000166;GO:0006412;GO:0004824;GO:0005737	IPR012340: Nucleic acid-binding, OB-fold; IPR004365: Nucleic acid binding, OB-fold, tRNA/helicase-type; IPR006195: Aminoacyl-tRNA synthetase, class II; SSF55681: Class II aaRS and biotin synthetases; IPR004364: Aminoacyl-tRNA synthetase, class II (D/K/N); IPR018150: Aminoacyl-tRNA synthetase, class II (D/K/N)-like; IPR018149: Lysyl-tRNA synthetase, class II, C-terminal; G3DSA:3.30.930.10: no description; IPR002313: Lysyl-tRNA synthetase, class II	NA
Bathy12g01000	bathy_chrom_12	-	189344	189685	mRNA	50S ribosomal protein L31	GO:0005840;GO:0006412;GO:0005622;GO:0003735	IPR002150: Ribosomal protein L31	NA
Bathy12g01010	bathy_chrom_12	+	190468	191658	mRNA	predicted protein	NA	NA	NA
Bathy12g01020	bathy_chrom_12	-	191788	192684	mRNA	conserved hypothetical protein	GO:0008152;GO:0008168	SSF53335: S-adenosyl-L-methionine-dependent methyltransferases; IPR006901: Protein of unknown function DUF633; G3DSA:3.40.50.150: no description; IPR013216: Methyltransferase type 11; PTHR10108: FAMILY NOT NAMED	NA
Bathy12g01030	bathy_chrom_12	+	192885	193577	mRNA	mitotic spindle checkpoint component mad2	GO:0007067	PTHR11842: FAMILY NOT NAMED; IPR003511: DNA-binding HORMA	NA
Bathy12g01040	bathy_chrom_12	-	193811	198448	mRNA	ferredoxin-dependent glutamate synthase	NA	PTHR11938: FAMILY NOT NAMED; IPR000583: Glutamine amidotransferase, class-II; IPR002489: Glutamate synthase, alpha subunit, C-terminal; IPR013785: Aldolase-type TIM barrel; SSF56235: N-terminal nucleophile aminohydrolases (Ntn hydrolases); G3DSA:3.60.20.10: no description; IPR006982: Glutamate synthase, central-N; IPR002932: Glutamate synthase, central-C; IPR017932: Glutamine amidotransferase, type II	NA
Bathy12g01050	bathy_chrom_12	+	199317	202232	mRNA	predicted protein	NA	IPR014867: Spore coat protein CotH	NA
Bathy12g01060	bathy_chrom_12	-	202307	203437	mRNA	predicted protein	GO:0005524;GO:0005674;GO:0003702;GO:0006367	IPR011991: Winged helix-turn-helix transcription repressor DNA-binding; IPR011039: Transcription Factor IIF, Rap30/Rap74, interaction; IPR003196: Transcription initiation factor IIF, beta subunit	NA
Bathy12g01070	bathy_chrom_12	+	203969	205345	mRNA	predicted protein	GO:0003723	IPR018111: K Homology, type 1, subgroup; IPR004088: K Homology, type 1; G3DSA:3.30.1370.10: no description	NA
Bathy12g01080	bathy_chrom_12	-	205735	206529	mRNA	50S ribosomal protein L19	GO:0005840;GO:0006412;GO:0005622;GO:0003735	IPR001857: Ribosomal protein L19	NA
Bathy12g01090	bathy_chrom_12	+	206668	207780	mRNA	methionyl-tRNA formyltransferase	GO:0009058;GO:0016742	IPR005793: Formyl transferase, C-terminal; IPR015518: Methionine tRNA Formyltransferase-like; IPR005794: Methionyl-tRNA formyltransferase; IPR002376: Formyl transferase, N-terminal; IPR011034: Formyl transferase, C-terminal-like	NA
Bathy12g01100	bathy_chrom_12	-	207896	209002	mRNA	predicted protein	NA	IPR012335: Thioredoxin fold; PF02114: Phosducin; PTHR21148: FAMILY NOT NAMED	NA
Bathy12g01110	bathy_chrom_12	+	209182	210531	mRNA	conserved hypothetical protein	GO:0008152;GO:0008168	G3DSA:3.40.50.150: no description; PTHR13090: FAMILY NOT NAMED; IPR013216: Methyltransferase type 11	NA
Bathy12g01120	bathy_chrom_12	+	210833	211612	mRNA	unknown protein	GO:0005634;GO:0030528;GO:0045449	IPR001092: Helix-loop-helix DNA-binding domain; PTHR23042: FAMILY NOT NAMED; IPR011598: Helix-loop-helix DNA-binding	NA
Bathy12g01130	bathy_chrom_12	-	211744	215559	mRNA	unknown protein	NA	NA	NA
Bathy12g01140	bathy_chrom_12	+	215812	217458	mRNA	predicted protein	GO:0016020;GO:0006461	IPR003780: Heme A synthase/Protoheme IX farnesyltransferase; PTHR23289: FAMILY NOT NAMED	NA
Bathy12g01150	bathy_chrom_12	-	217528	218670	mRNA	predicted protein	NA	IPR002931: Transglutaminase-like; SSF54001: Cysteine proteinases; PTHR12143: FAMILY NOT NAMED	NA
Bathy12g01160	bathy_chrom_12	+	218925	219965	mRNA	predicted protein	GO:0005515	IPR000156: Ran binding protein 1; SSF50729: PH domain-like; IPR011993: Pleckstrin homology-type; PTHR23138: FAMILY NOT NAMED	NA
Bathy12g01170	bathy_chrom_12	-	220087	220857	mRNA	unknown protein	NA	NA	NA
Bathy12g01180	bathy_chrom_12	+	221196	225019	mRNA	hypothetical protein	NA	NA	NA
Bathy12g01190	bathy_chrom_12	+	225179	226669	mRNA	3-phosphoshikimate 1-carboxyvinyltransferase	GO:0003824	IPR023193: 3-phosphoshikimate 1-carboxyvinyltransferase, conserved site; IPR001986: Enolpyruvate transferase domain; IPR006264: 3-phosphoshikimate 1-carboxyvinyltransferase; PTHR21090: FAMILY NOT NAMED; IPR013792: RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta	NA
Bathy12g01200	bathy_chrom_12	-	226759	227244	mRNA	predicted protein	GO:0006626;GO:0045039;GO:0042719	IPR004217: Mitochondrial inner membrane translocase complex, Tim8/9/10/13-zinc finger-like; PTHR10898: MITOCHONDRIAL IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM9	NA
Bathy12g01210	bathy_chrom_12	+	227706	228812	mRNA	floral homeotic protein	GO:0006355;GO:0003700	PTHR11795: FAMILY NOT NAMED; IPR016177: DNA-binding, integrase-type; IPR001471: Pathogenesis-related transcriptional factor/ERF, DNA-binding	NA
Bathy12g01220	bathy_chrom_12	-	228933	229604	mRNA	Septum formation protein Maf	GO:0005737	PTHR11746: FAMILY NOT NAMED; G3DSA:3.90.950.10: no description; IPR003697: Maf-like protein	NA
Bathy12g01230	bathy_chrom_12	+	229966	231411	mRNA	predicted protein	GO:0032312;GO:0008060;GO:0008270	IPR001164: Arf GTPase activating protein; PTHR23180: FAMILY NOT NAMED	NA
Bathy12g01240	bathy_chrom_12	-	231526	232209	mRNA	predicted protein	GO:0045454	IPR005746: Thioredoxin; IPR012335: Thioredoxin fold; IPR013766: Thioredoxin domain	NA
Bathy12g01250	bathy_chrom_12	+	232611	235652	mRNA	predicted protein	GO:0016070	G3DSA:3.40.50.300: no description; IPR011545: DNA/RNA helicase, DEAD/DEAH box type, N-terminal; IPR003307: eIF4-gamma/eIF5/eIF2-epsilon; SSF52540: P-loop containing nucleoside triphosphate hydrolases; IPR016024: Armadillo-type fold; PTHR22572: FAMILY NOT NAMED; IPR016021: MIF4-like, type 1/2/3	NA
Bathy12g01260	bathy_chrom_12	-	235775	236647	mRNA	unknown protein	NA	NA	NA
Bathy12g01270	bathy_chrom_12	-	236832	238478	mRNA	predicted protein	NA	PTHR13713: FAMILY NOT NAMED; IPR013032: EGF-like region, conserved site; IPR001675: Glycosyl transferase, family 29	NA
Bathy12g01280	bathy_chrom_12	-	238745	241465	mRNA	isoamylase	GO:0043169;GO:0005975;GO:0003824	IPR006589: Glycosyl hydrolase, family 13, subfamily, catalytic domain; IPR013783: Immunoglobulin-like fold; IPR013780: Glycosyl hydrolase, family 13, all-beta; IPR004193: Glycoside hydrolase, family 13, N-terminal; IPR015902: Alpha amylase; IPR006047: Glycosyl hydrolase, family 13, catalytic domain; IPR013781: Glycoside hydrolase, subgroup, catalytic core	NA
Bathy12g01290	bathy_chrom_12	-	242050	242859	mRNA	6,7-dimethyl-8-ribityllumazine synthase	GO:0009349;GO:0009231	IPR002180: 6,7-dimethyl-8-ribityllumazine synthase	NA
Bathy12g01300	bathy_chrom_12	-	242927	243820	mRNA	PREDICTED: similar to predicted protein	NA	IPR020683: Ankyrin repeat-containing domain	NA
Bathy12g01310	bathy_chrom_12	+	244403	245652	mRNA	predicted protein	GO:0004659;GO:0016021	PTHR11048: FAMILY NOT NAMED; IPR006370: 4-hydroxybenzoate polyprenyl transferase; IPR000537: UbiA prenyltransferase family	NA
Bathy12g01320	bathy_chrom_12	-	245711	248806	mRNA	predicted protein	NA	NA	NA
Bathy12g01330	bathy_chrom_12	+	249077	250024	mRNA	hypothetical protein	GO:0005622;GO:0003676	IPR000467: D111/G-patch; PTHR13288: FAMILY NOT NAMED	NA
Bathy12g01340	bathy_chrom_12	+	250235	251554	mRNA	predicted protein	NA	IPR001395: Aldo/keto reductase; IPR023210: NADP-dependent oxidoreductase domain	NA
Bathy12g01350	bathy_chrom_12	-	251649	252488	mRNA	hypothetical protein	NA	NA	NA
Bathy12g01360	bathy_chrom_12	-	252740	253543	mRNA	predicted protein	NA	IPR009688: Domain of unknown function DUF1279; PTHR21377: FAMILY NOT NAMED	NA
Bathy12g01370	bathy_chrom_12	+	253825	256623	mRNA	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	GO:0009058;GO:0005524;GO:0016874	SSF63418: MurE/MurF N-terminal domain; G3DSA:3.40.1390.10: no description; PTHR23135: FAMILY NOT NAMED; IPR013221: Mur ligase, central; IPR004101: Mur ligase, C-terminal	NA
Bathy12g01380	bathy_chrom_12	-	256718	257149	mRNA	hypothetical protein	NA	NA	NA
Bathy12g01390	bathy_chrom_12	+	257320	259105	mRNA	predicted protein	GO:0046872;GO:0003824	PTHR11851: FAMILY NOT NAMED; IPR001431: Peptidase M16, zinc-binding site; IPR007863: Peptidase M16, C-terminal; IPR011765: Peptidase M16, N-terminal; IPR011237: Peptidase M16, core	NA
Bathy12g01400	bathy_chrom_12	-	259339	259853	mRNA	predicted protein	NA	NA	NA
Bathy12g01410	bathy_chrom_12	+	260388	262382	mRNA	unknown protein	GO:0005634;GO:0003677;GO:0006350;GO:0030528	IPR017923: Transcription factor IIS, N-terminal	NA
Bathy12g01420	bathy_chrom_12	-	262512	264041	mRNA	predicted protein	NA	IPR020846: Major facilitator superfamily; PTHR11662: FAMILY NOT NAMED; IPR011701: Major facilitator superfamily MFS-1; G3DSA:1.20.1250.20: no description; IPR016196: Major facilitator superfamily, general substrate transporter	NA
Bathy12g01430	bathy_chrom_12	+	264748	265395	mRNA	predicted protein	NA	NA	NA
Bathy12g01440	bathy_chrom_12	-	265562	265933	mRNA	50S ribosomal protein L20	GO:0005840;GO:0006412;GO:0005622;GO:0003735;GO:0019843	G3DSA:1.10.1900.20: no description; SSF74731: Ribosomal protein L20; PD002389: Q4ECR5_9RICK_Q4ECR5;; IPR005813: Ribosomal protein L20	NA
Bathy12g01450	bathy_chrom_12	+	266199	266366	mRNA	Ribosomal protein S8, component of cytosolic 80S ribosome and 40S small subunit	NA	PTHR10394: 40S RIBOSOMAL PROTEIN S8; IPR022309: Ribosomal protein S8e/ribosomal biogenesis NSA2	NA
Bathy12g01460	bathy_chrom_12	+	266475	267305	mRNA	40S ribosomal protein S8	NA	IPR001047: Ribosomal protein S8e; PTHR10394: 40S RIBOSOMAL PROTEIN S8; IPR022309: Ribosomal protein S8e/ribosomal biogenesis NSA2	NA
Bathy12g01470	bathy_chrom_12	-	267430	270663	mRNA	predicted protein	GO:0009055;GO:0005507	PTHR19325: FAMILY NOT NAMED; IPR000436: Sushi/SCR/CCP; IPR008972: Cupredoxin; IPR016060: Complement control module; IPR000923: Blue (type 1) copper domain	NA
Bathy12g01480	bathy_chrom_12	-	271160	272759	mRNA	glyceraldehyde-3-phosphate dehydrogenase	NA	IPR020831: Glyceraldehyde/Erythrose phosphate dehydrogenase family; SSF51735: NAD(P)-binding Rossmann-fold domains; IPR006424: Glyceraldehyde-3-phosphate dehydrogenase, type I; IPR020830: Glyceraldehyde 3-phosphate dehydrogenase, active site; SSF55347: Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain; IPR020829: Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain; G3DSA:3.30.360.10: no description; IPR016040: NAD(P)-binding domain; IPR020828: Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain	NA
Bathy12g01490	bathy_chrom_12	-	274102	275061	mRNA	predicted protein	NA	IPR016123: Mog1/PsbP, alpha/beta/alpha sandwich	NA
Bathy12g01500	bathy_chrom_12	+	275611	276159	mRNA	unknown protein	NA	NA	NA
Bathy12g01510	bathy_chrom_12	-	276364	278646	mRNA	predicted protein	NA	IPR019135: Polycomb protein, VEFS-Box	NA
Bathy12g01520	bathy_chrom_12	+	278731	279789	mRNA	putative RNA recognition motif protein	GO:0000166	PTHR24012: FAMILY NOT NAMED; IPR000504: RNA recognition motif domain; IPR012677: Nucleotide-binding, alpha-beta plait	NA
Bathy12g01530	bathy_chrom_12	-	279938	280735	mRNA	magnesium transporter	GO:0006812;GO:0008324	IPR013785: Aldolase-type TIM barrel; IPR006667: MgtE magnesium transporter, integral membrane	NA
Bathy12g01540	bathy_chrom_12	+	280789	282105	mRNA	predicted protein	NA	PTHR24089: FAMILY NOT NAMED; IPR023395: Mitochondrial carrier domain; IPR018108: Mitochondrial substrate/solute carrier	NA
Bathy12g01550	bathy_chrom_12	-	282204	284663	mRNA	acetyl-coenzyme A synthetase	GO:0008152;GO:0003824	PTHR24095: FAMILY NOT NAMED; G3DSA:3.40.50.980: no description; PF11930: DUF3448; IPR000873: AMP-dependent synthetase/ligase; G3DSA:2.30.38.10: no description; G3DSA:3.30.300.30: no description; IPR020845: AMP-binding, conserved site; SSF56801: Acetyl-CoA synthetase-like	NA
Bathy12g01560	bathy_chrom_12	-	284826	285875	mRNA	predicted protein	NA	IPR001841: Zinc finger, RING-type; IPR013083: Zinc finger, RING/FYVE/PHD-type; IPR018957: Zinc finger, C3HC4 RING-type; PTHR22766: FAMILY NOT NAMED	NA
Bathy12g01570	bathy_chrom_12	-	286485	287891	mRNA	1,4-dihydroxy-2-naphthoate octaprenyltransferase	GO:0004659;GO:0016021	PTHR13929: FAMILY NOT NAMED; IPR000537: UbiA prenyltransferase family	NA
Bathy12g01580	bathy_chrom_12	-	288368	289195	mRNA	predicted protein	NA	IPR020683: Ankyrin repeat-containing domain	NA
Bathy12g01590	bathy_chrom_12	+	289851	290909	mRNA	predicted protein	NA	IPR000595: Cyclic nucleotide-binding domain; IPR014710: RmlC-like jelly roll fold	NA
Bathy12g01600	bathy_chrom_12	-	291196	292209	mRNA	predicted protein	GO:0020037	IPR018506: Cytochrome b5, heme-binding site; PTHR19370: FAMILY NOT NAMED; IPR001199: Cytochrome b5	NA
Bathy12g01610	bathy_chrom_12	-	292335	294452	mRNA	predicted protein	NA	NA	NA
Bathy12g01620	bathy_chrom_12	-	294564	295685	mRNA	predicted protein	GO:0004607;GO:0006629	IPR012908: PGAP1-like; IPR003386: Lecithin:cholesterol acyltransferase; G3DSA:3.40.50.1820: no description	NA
Bathy12g01630	bathy_chrom_12	+	295912	296692	mRNA	predicted protein	GO:0005525	G3DSA:3.40.50.300: no description; IPR006688: ADP-ribosylation factor; IPR005225: Small GTP-binding protein; IPR006687: Small GTPase SAR1-type; IPR006689: ARF/SAR superfamily	NA
Bathy12g01640	bathy_chrom_12	-	297124	298879	mRNA	serine hydroxymethyltransferase	GO:0004372;GO:0006544;GO:0006563	IPR015424: Pyridoxal phosphate-dependent transferase, major domain; IPR019798: Serine hydroxymethyltransferase, pyridoxal phosphate binding site; IPR001085: Serine hydroxymethyltransferase; IPR015421: Pyridoxal phosphate-dependent transferase, major region, subdomain 1; IPR015422: Pyridoxal phosphate-dependent transferase, major region, subdomain 2	NA
Bathy12g01650	bathy_chrom_12	+	299240	300265	mRNA	triosephosphate isomerase	GO:0008152;GO:0004807	IPR020861: Triosephosphate isomerase, active site; IPR013785: Aldolase-type TIM barrel; IPR000652: Triosephosphate isomerase	NA
Bathy12g01660	bathy_chrom_12	-	300349	302781	mRNA	unknown protein	NA	IPR021876: Retrograde transport protein Dsl1 C-terminal; PTHR12205: FAMILY NOT NAMED	NA
Bathy12g01670	bathy_chrom_12	-	303888	304598	mRNA	predicted protein	NA	NA	NA
Bathy12g01680	bathy_chrom_12	+	304980	306188	mRNA	acetylglutamate kinase	GO:0008652	PTHR24802: FAMILY NOT NAMED; IPR001057: Glutamate/acetylglutamate kinase; IPR001048: Aspartate/glutamate/uridylate kinase; IPR004662: Acetylglutamate kinase	NA
