ID	type	annotation
kfl00186_0190	CDS	hypothetical protein
kfl00186_0200	CDS	helicase domain-containing protein
kfl00186_0210	CDS	hypothetical protein
kfl00186_0220	CDS	phosphodiesterase/nucleotide pyrophosphatase
kfl00186_0230	CDS	EPN; epsin
kfl00186_0240	CDS	hypothetical protein
kfl00186_0250	CDS	hypothetical protein
kfl00187_0010p	CDS	hypothetical protein
kfl00187_0020	CDS	hypothetical protein
kfl00187_0030	CDS	hypothetical protein
kfl00187_0040	CDS	peroxisomal membrane protein
kfl00187_0050	CDS	20S proteasome, regulatory subunit beta protein
kfl00187_0060	CDS	Divergent polysaccharide deacetylase superfamily
kfl00187_0070	CDS	hypothetical protein
kfl00187_0080	CDS	Protein kinase superfamily protein
kfl00187_0090	CDS	hypothetical protein
kfl00187_0100	CDS	cation efflux family protein
kfl00187_0110	CDS	methionine aminopeptidase 1
kfl00187_0120	CDS	hypothetical protein
kfl00187_0130	CDS	Peptidase M1 family protein
kfl00187_0140	CDS	hypothetical protein
kfl00187_0150	CDS	Calcium-binding EF-hand family protein
kfl00187_0160	CDS	SNF1-related protein kinase
kfl00187_0170	CDS	hypothetical protein
kfl00187_0180	CDS	V-SNARE
kfl00187_0190	CDS	leucyl-tRNA synthetase
kfl00187_0200	CDS	Sphingosine kinase
kfl00187_0210	CDS	hypothetical protein
kfl00187_0220	CDS	ATP sulfurylase
kfl00187_0230	CDS	phosphatidate cytidyltransferase, cytidinediphosphate diacylglycerol synthase
kfl00187_0240	CDS	Serine Threonine protein kinase
kfl00187_0250	CDS	hypothetical protein
kfl00187_0260	CDS	hypothetical protein
kfl00187_0270	CDS	hypothetical protein
kfl00187_0280p	CDS	putative retrotransposon protein, DNA/RNA polymerases superfamily
kfl00188_0010p	CDS	mechanosensitive channel of small conductance, putative
kfl00188_0020	CDS	hypothetical protein
kfl00188_0030	CDS	hypothetical protein
kfl00188_0040	CDS	hypothetical protein
kfl00188_0050	CDS	abscisic acid -deficient 4 protein
kfl00188_0060	CDS	hypothetical protein
kfl00188_0070	CDS	serB, PSPH; phosphoserine phosphatase
kfl00188_0080	CDS	hypothetical protein
kfl00188_0090	CDS	chloroplast ribosomal protein L3 precursor
kfl00188_0100	CDS	CRM domain containing protein
kfl00188_0110	CDS	ubiquitin-conjugating enzyme
kfl00188_0120	CDS	hypothetical protein
kfl00188_0130	CDS	dihydrodipicolinate reductase 
kfl00188_0140	CDS	hypothetical protein
kfl00188_0150	CDS	hypothetical protein
kfl00188_0160	CDS	hypothetical protein
kfl00188_0170	CDS	hypothetical protein
kfl00188_0180	CDS	hypothetical protein
kfl00188_0190	CDS	hypothetical protein
kfl00188_0200	CDS	hypothetical protein
kfl00188_0210	CDS	Fe2-S2 domain containing protein
kfl00188_0220	CDS	hypothetical protein
kfl00188_0230	CDS	hypothetical protein
kfl00188_0240	CDS	hypothetical protein
kfl00188_0250	CDS	cytochrome p450
kfl00188_0260	CDS	hypothetical protein
kfl00188_0270	CDS	CHLOROPLASTIC NIFS-LIKE CYSTEINE DESULFURASE
kfl00188_0280	CDS	hypothetical protein
kfl00189_0010	CDS	hypothetical protein
kfl00189_0020	CDS	hypothetical protein
kfl00189_0030	CDS	hypothetical protein
kfl00189_0040	CDS	hypothetical protein
kfl00189_0050	CDS	hypothetical protein
kfl00189_0060	CDS	hypothetical protein
kfl00189_0070	CDS	Divalent cation tolerance-related protein
kfl00189_0080	CDS	Ca2+-modulated nonselective cation channel polycystin
kfl00189_0090	CDS	amino acid transporter protein
kfl00189_0100	CDS	methionine gamma-lyase 
kfl00189_0110	CDS	methionine gamma-lyase 
kfl00189_0120	CDS	hypothetical protein
kfl00189_0130	CDS	Transcription initiation factor TFIID subunit, TBP-associated factor 12,(TAF12)
kfl00189_0140	CDS	DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2
kfl00189_0150	CDS	hypothetical protein
kfl00189_0160	CDS	Kinesin-like protein
kfl00189_0170	CDS	hypothetical protein
kfl00189_0180	CDS	WRKY DNA-binding protein
kfl00189_0190	CDS	hypothetical protein
kfl00189_0200	CDS	Aromatic amino acid hydroxylase
kfl00189_0210p	CDS	hypothetical protein
kfl00190_0010	CDS	hypothetical protein
kfl00190_0020	CDS	Exostosin family protein
kfl00190_0030	CDS	hypothetical protein
kfl00190_0040	CDS	hypothetical protein
kfl00190_0050	CDS	hypothetical protein
kfl00190_0060	CDS	Sac domain-containing Phosphoinositide Phosphatase
kfl00190_0070	CDS	hypothetical protein
kfl00190_0080	CDS	hypothetical protein
kfl00190_0090	CDS	glycosyl transferase, family 8 - glycogenin domain-containing protein
kfl00190_0100	CDS	CYP51; cytochrome P450, family 51 (sterol 14-demethylase)
kfl00190_0110	CDS	histidine kinase
kfl00190_0120	CDS	hypothetical protein
kfl00190_0130	CDS	hypothetical protein
kfl00190_0140	CDS	glutamyl-tRNA synthetase, cytoplasmic
kfl00190_0150	CDS	hypothetical protein
kfl00190_0160	CDS	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
kfl00190_0170	CDS	Peptidase S24/S26A/S26B/S26C family protein
kfl00190_0180	CDS	heat shock protein (hsp 70) family
kfl00190_0190	CDS	NAD(P)-linked oxidoreductase superfamily protein
kfl00190_0200	CDS	hypothetical protein
kfl00190_0210	CDS	hypothetical protein
kfl00190_0220	CDS	hypothetical protein
kfl00190_0230	CDS	hypothetical protein
kfl00190_0240	CDS	hypothetical protein
kfl00191_0010	CDS	arabidillo 1-like protein
kfl00191_0020	CDS	hypothetical protein
kfl00191_0030	CDS	psbP1-2, photosystem II oxygen-evolving enhancer protein II-2
kfl00191_0040	CDS	hypothetical protein
kfl00191_0050	CDS	hypothetical protein
kfl00191_0060	CDS	hypothetical protein
kfl00191_0070	CDS	glycine cleavage T-protein family
kfl00191_0080	CDS	hypothetical protein
kfl00191_0090	CDS	hypothetical protein
kfl00191_0100	CDS	mitogen-activated protein kinase kinase
kfl00191_0110	CDS	hypothetical protein
kfl00191_0120	CDS	hypothetical protein
kfl00191_0130	CDS	cytochrome p450
kfl00191_0140	CDS	hypothetical protein
kfl00191_0150	CDS	hypothetical protein
kfl00191_0160	CDS	hypothetical protein
kfl00191_0170	CDS	RmlC-like cupins superfamily protein
kfl00191_0180	CDS	RmlC-like cupins superfamily protein
kfl00192_0010	CDS	hypothetical protein
kfl00192_0020	CDS	hypothetical protein
kfl00192_0030	CDS	Putative alpha/beta hydrolase
kfl00192_0040	CDS	cholesterol 25-hydroxylase
kfl00192_0050	CDS	peptide deformylase
kfl00192_0060	CDS	guanylate kinase
kfl00192_0070	CDS	hypothetical protein
kfl00192_0080	CDS	hypothetical protein
kfl00192_0090	CDS	hypothetical protein
kfl00192_0100	CDS	hypothetical protein
kfl00192_0110	CDS	hypothetical protein
kfl00192_0120	CDS	hypothetical protein
kfl00192_0130	CDS	hypothetical protein
kfl00192_0140	CDS	hypothetical protein
kfl00192_0150	CDS	hypothetical protein
kfl00192_0160	CDS	phosphatidylinositol 3- and 4-kinase family protein with FAT domain
kfl00192_0170	CDS	phosphatidylinositol 3- and 4-kinase family protein with FAT domain
kfl00192_0180	CDS	hypothetical protein
kfl00192_0190	CDS	Prolyl 4-hydroxylase alpha subunit
kfl00192_0200	CDS	RUMI, KTELC1; protein glucosyltransferase
kfl00192_0210	CDS	hypothetical protein
kfl00192_0220	CDS	hypothetical protein
kfl00193_0010	CDS	hypothetical protein
kfl00193_0020	CDS	RING/U-box superfamily protein
kfl00193_0030	CDS	hypothetical protein
kfl00193_0040	CDS	hypothetical protein
kfl00193_0050	CDS	RICTOR; rapamycin-insensitive companion of mTOR
kfl00193_0060	CDS	hypothetical protein
kfl00193_0070	CDS	Hypothetical protein
kfl00193_0080	CDS	hypothetical protein
kfl00193_0090	CDS	hypothetical protein
kfl00193_0100	CDS	hypothetical protein
kfl00193_0110	CDS	alkaline alpha galactosidase
kfl00193_0120	CDS	Phosphatidylserine-specific receptor PtdSerR, contains JmjC domain
kfl00193_0130	CDS	elongation factor P (EF-P) family protein
kfl00193_0140	CDS	RUMI, KTELC1; protein glucosyltransferase
kfl00193_0150	CDS	psaD, photosystem I subunit II
kfl00193_0160	CDS	hypothetical protein
kfl00193_0170	CDS	vesicle associated protein
kfl00193_0180	CDS	SNF7 family protein
kfl00193_0190	CDS	hypothetical protein
kfl00193_0200	CDS	putative retrotransposon protein, DNA/RNA polymerases superfamily
kfl00194_0010	CDS	hypothetical protein
kfl00194_0020	CDS	hypothetical protein
kfl00194_0030	CDS	3'-5'-exoribonuclease family protein
kfl00194_0040	CDS	hypothetical protein
kfl00194_0050	CDS	hypothetical protein
kfl00194_0060	CDS	hypothetical protein
kfl00194_0070	CDS	mitochondrial ribosomal protein S5 precursor
kfl00194_0080	CDS	FKBP-type peptidyl-prolyl cis-trans isomerase family protein
kfl00194_0090	CDS	E3.7.1.3; kynureninase
kfl00194_0100	CDS	hypothetical protein
kfl00194_0110	CDS	hypothetical protein
kfl00194_0120	CDS	hypothetical protein
kfl00194_0130	CDS	hypothetical protein
kfl00194_0140	CDS	hypothetical protein
kfl00194_0150	CDS	gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit A
kfl00194_0160	CDS	hypothetical protein
kfl00194_0170	CDS	hypothetical protein
kfl00194_0180	CDS	DNA topoisomerase type II
kfl00194_0190	CDS	isocitrate lyase
kfl00194_0200	CDS	hypothetical protein
kfl00194_0210	CDS	type I inositol-1, 4, 5-triphosphate 5-phosphatase cvp2
kfl00194_0220	CDS	hypothetical protein
kfl00194_0230	CDS	hypothetical protein
kfl00194_0240	CDS	putative Pentatricopeptide repeat(PPR) domain containing protein
kfl00195_0010	CDS	Nucleotide/sugar transporter family, putative
kfl00195_0020	CDS	ATP citrate lyase (ACL) family protein|succinyl-CoA ligase beta-chain, mitochondrial precursor
kfl00195_0030	CDS	petC2, cytochrome b6-f complex iron-sulfur subunit
kfl00195_0040	CDS	hypothetical protein
kfl00195_0050	CDS	hypothetical protein
kfl00195_0060	CDS	hypothetical protein
kfl00195_0070	CDS	hypothetical protein
kfl00195_0080	CDS	hypothetical protein
kfl00195_0090	CDS	hypothetical protein
kfl00195_0100	CDS	hypothetical protein
kfl00195_0110	CDS	hypothetical protein
kfl00195_0120	CDS	hypothetical protein
kfl00195_0130	CDS	hypothetical protein
kfl00195_0140	CDS	hypothetical protein
kfl00195_0150	CDS	allene oxide synthase
kfl00195_0160	CDS	glycosyltransferase family 17 protein
kfl00196_0010p	CDS	hypothetical protein
kfl00196_0020	CDS	histidine kinase
kfl00196_0030	CDS	Histone transcription regulator HIRA, WD repeat superfamily
kfl00196_0040	CDS	hypothetical protein
kfl00196_0050	CDS	monodehydroascorbate reductase
kfl00196_0060	CDS	hypothetical protein
kfl00196_0070	CDS	hypothetical protein
kfl00196_0080	CDS	hypothetical protein
kfl00196_0090	CDS	hypothetical protein
kfl00196_0100	CDS	Cyclic GMP phosphodiesterase
kfl00196_0110	CDS	hypothetical protein
kfl00196_0120	CDS	hypothetical protein
kfl00196_0130	CDS	FLS2; LRR receptor-like serine/threonine-protein kinase FLS2
kfl00196_0140	CDS	carotenoid oxygenase
kfl00196_0150	CDS	Linoleate desaturase
kfl00197_0010p	CDS	hypothetical protein
kfl00197_0020	CDS	hypothetical protein
kfl00197_0030	CDS	hypothetical protein
kfl00197_0040	CDS	hypothetical protein
kfl00197_0050	CDS	hypothetical protein
kfl00197_0060	CDS	hypothetical protein
kfl00197_0070	CDS	hypothetical protein
kfl00197_0080	CDS	inosine-uridine preferring nucleoside hydrolase family protein
kfl00197_0090	CDS	hypothetical protein
kfl00197_0100	CDS	hypothetical protein
kfl00197_0110	CDS	hypothetical protein
kfl00197_0120	CDS	hypothetical protein
kfl00197_0130	CDS	hypothetical protein
kfl00197_0140	CDS	hypothetical protein
kfl00197_0150	CDS	putative DNA/RNA polymerases
kfl00197_0160	CDS	NUPL2, CG1; nucleoporin-like protein 2
kfl00197_0170	CDS	hypothetical protein
kfl00197_0180	CDS	hypothetical protein
kfl00198_0010p	CDS	hypothetical protein
kfl00198_0020	CDS	hypothetical protein
kfl00198_0030	CDS	hypothetical protein
kfl00198_0040	CDS	phosphatidylinositol synthase, CDP-diacylglycerol inositol 3-phosphatidyltransferase
kfl00198_0050	CDS	glycerol-3-phosphate permease
kfl00198_0060	CDS	hypothetical protein
kfl00198_0070	CDS	hypothetical protein
kfl00198_0080	CDS	zinc finger (c3hc4-type ring finger) family protein
kfl00198_0090	CDS	tubulin/FtsZ domain containing protein
kfl00198_0100	CDS	putative aldehyde dehydrogenase
kfl00198_0110	CDS	hypothetical protein
kfl00198_0120	CDS	Tab2, RNA binding protein
kfl00198_0130	CDS	major facilitator superfamily protein
kfl00198_0140	CDS	hypothetical protein
kfl00198_0150	CDS	GPI-GlcNAc transferase complex, PIG-H component, conserved domain containing protein
kfl00198_0160	CDS	hypothetical protein
kfl00198_0170	CDS	hypothetical protein
kfl00198_0180	CDS	putative Small nuclear RNA activating complex (SNAPc), subunit SNAP43 protein
kfl00198_0190	CDS	para-aminobenzoate (PABA) synthase family protein
kfl00198_0200	CDS	WD40-repeat-containing subunit of the 18S rRNA processing complex
kfl00198_0210	CDS	hypothetical protein
kfl00198_0220	CDS	hypothetical protein
kfl00198_0230	CDS	VPS35B VPS35 homolog B|vacuolar protein sorting-associated protein 3
kfl00198_0240	CDS	hypothetical protein
kfl00198_0250	CDS	3-isopropylmalate dehydratase
kfl00198_0260	CDS	hypothetical protein
kfl00198_0270	CDS	haloacid dehalogenase-like hydrolase (HAD) superfamily protein
kfl00198_0280	CDS	hypothetical protein
kfl00199_0010	CDS	hypothetical protein
kfl00199_0020	CDS	hypothetical protein
kfl00199_0030	CDS	protein with Ubiquitin-conjugating enzyme domain
kfl00199_0040	CDS	hypothetical protein
kfl00199_0050	CDS	Ubiquitin-conjugating enzyme
kfl00199_0060	CDS	Kinesin (KAR3 subfamily)
kfl00199_0070	CDS	hypothetical protein
kfl00199_0080	CDS	hypothetical protein
kfl00199_0090	CDS	hypothetical protein
kfl00199_0100	CDS	hypothetical protein
kfl00199_0110	CDS	hypothetical protein
kfl00199_0120	CDS	hypothetical protein
kfl00199_0130	CDS	hypothetical protein
kfl00199_0140	CDS	40S ribosomal protein S26
kfl00199_0150	CDS	hypothetical protein
kfl00199_0160	CDS	ADPRM; manganese-dependent ADP-ribose/CDP-alcohol diphosphatase
kfl00199_0170	CDS	Saccharopine dehydrogenase
kfl00200_0010	CDS	hypothetical protein
kfl00200_0020	CDS	catechol O-methyltransferase
kfl00200_0030	CDS	UDP-N-acetylglucosamine (UAA) transporter family
kfl00200_0040	CDS	DEAD-box protein
kfl00200_0050	CDS	Rab family GTPase
kfl00200_0060	CDS	hypothetical protein
kfl00200_0070	CDS	hypothetical protein
kfl00200_0080	CDS	hypothetical protein
kfl00200_0090	CDS	Protein phosphatase 2C family protein
kfl00200_0100	CDS	hypothetical protein
kfl00200_0110	CDS	Peptidyl-tRNA hydrolase II (PTH2) family protein
kfl00200_0120	CDS	hypothetical protein
kfl00200_0130	CDS	HAL3-like protein
kfl00200_0140	CDS	hypothetical protein
kfl00200_0150	CDS	hypothetical protein
kfl00200_0160	CDS	hypothetical protein
kfl00200_0170	CDS	hypothetical protein
kfl00200_0180	CDS	VAC8; vacuolar protein 8
kfl00201_0010	CDS	hypothetical protein
kfl00201_0020	CDS	hypothetical protein
kfl00201_0030	CDS	AAA-type ATPase family protein
kfl00201_0040	CDS	hypothetical protein
kfl00201_0050	CDS	hypothetical protein
kfl00201_0060	CDS	NADP+-dependent isocitrate dehydrogenase
kfl00201_0070	CDS	hypothetical protein
kfl00201_0080	CDS	hypothetical protein
kfl00201_0090	CDS	hypothetical protein
kfl00201_0100	CDS	hypothetical protein
kfl00201_0110	CDS	hypothetical protein
kfl00201_0120	CDS	hypothetical protein
kfl00201_0130	CDS	hypothetical protein
kfl00201_0140	CDS	NAD(P)-binding Rossmann-fold superfamily protein
kfl00201_0150	CDS	FtsH extracellular protease family, FtsH2
kfl00201_0160	CDS	alpha beta-hydrolases superfamily protein
kfl00201_0170	CDS	hypothetical protein
kfl00201_0180	CDS	hypothetical protein
kfl00201_0190	CDS	hypothetical protein
kfl00201_0200	CDS	NAD dependent epimerase/dehydratase family domain containing protein
kfl00201_0210	CDS	hypothetical protein
kfl00202_0010	CDS	hypothetical protein
kfl00202_0020	CDS	homeobox-leucine zipper protein
kfl00202_0030	CDS	hypothetical protein
kfl00202_0040	CDS	hypothetical protein
kfl00202_0050	CDS	Arginine N-methyltransferase
kfl00202_0060	CDS	aldehyde dehydrogenase family 22 member A1
kfl00202_0070	CDS	nitrite reductase 1
kfl00202_0080	CDS	formate nitrite transporter
kfl00202_0090	CDS	amino acid transporter protein
kfl00202_0100	CDS	hypothetical protein
kfl00202_0110	CDS	hypothetical protein
kfl00202_0120	CDS	hypothetical protein
kfl00202_0130	CDS	hypothetical protein
kfl00203_0010	CDS	DNA-directed RNA polymerase II subunit 7,(RPB7)
kfl00203_0020	CDS	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase and related enzymes
kfl00203_0030	CDS	Alpha tubulin
kfl00203_0040	CDS	hypothetical protein
kfl00203_0050	CDS	syntaxin of plants
kfl00203_0060	CDS	peptidoglycan-binding protein, contains LysM domain
kfl00203_0070	CDS	hypothetical protein
kfl00203_0080	CDS	hypothetical protein
kfl00203_0090	CDS	dihydroxy-acid dehydratase
kfl00203_0100	CDS	hypothetical protein
kfl00203_0110	CDS	hypothetical protein
kfl00203_0120	CDS	histone acetyltransferase MYST1
kfl00203_0130	CDS	hypothetical protein
kfl00203_0140	CDS	hypothetical protein
kfl00203_0150	CDS	Cysteine proteinases superfamily protein
kfl00203_0160	CDS	DNA helicase
kfl00203_0170	CDS	hypothetical protein
kfl00203_0180	CDS	hypothetical protein
kfl00203_0190	CDS	topoisomerase
kfl00203_0200	CDS	hypothetical protein
kfl00203_0210	CDS	Putative histidine kinase containing cheY-homologous receiver domain, GAF domain and PAS domain
kfl00204_0010p	CDS	hypothetical protein
kfl00204_0020	CDS	hypothetical protein
kfl00204_0030	CDS	hypothetical protein
kfl00204_0040	CDS	hypothetical protein
kfl00204_0050	CDS	hypothetical protein
kfl00204_0060	CDS	hypothetical protein
kfl00204_0070	CDS	Serine Threonine protein kinase
kfl00204_0080	CDS	OS9; protein OS-9
kfl00204_0090	CDS	Serine Threonine protein kinase
kfl00204_0100	CDS	SecY protein transport family protein
kfl00204_0110	CDS	leucine aminopeptidase
kfl00204_0120	CDS	hypothetical protein
kfl00204_0130	CDS	hypothetical protein
kfl00204_0140	CDS	hypothetical protein
kfl00204_0150	CDS	Pathogenesis-related thaumatin superfamily protein
kfl00204_0160	CDS	putative phosphatidylinositol kinase
kfl00204_0170p	CDS	hypothetical protein
kfl00205_0010	CDS	hypothetical protein
kfl00205_0020	CDS	hypothetical protein
kfl00205_0030	CDS	hypothetical protein
kfl00205_0040	CDS	Alternative oxidase family protein, similar to Immutans
kfl00205_0050	CDS	hypothetical protein
kfl00205_0060	CDS	hypothetical protein
kfl00205_0070	CDS	hypothetical protein
kfl00205_0080	CDS	hypothetical protein
kfl00205_0090	CDS	hypothetical protein
kfl00205_0100	CDS	carnosine synthase
kfl00205_0110	CDS	hypothetical protein
kfl00205_0120	CDS	hypothetical protein
kfl00205_0130	CDS	hypothetical protein
kfl00205_0140	CDS	hypothetical protein
kfl00205_0150	CDS	Sensory transduction histidine kinase
kfl00205_0160	CDS	cas1 domain-containing protein
kfl00205_0170	CDS	hypothetical protein
kfl00205_0180	CDS	hypothetical protein
kfl00205_0190	CDS	Glycosyl transferase family 29 protein
kfl00205_0200	CDS	hypothetical protein
kfl00205_0210	CDS	hypothetical protein
kfl00206_0010p	CDS	hypothetical protein
kfl00206_0020	CDS	hypothetical protein
kfl00206_0030	CDS	2-oxoglutarate dehydrogenase, E1 component
kfl00206_0040	CDS	ppgK; polyphosphate glucokinase
kfl00206_0050	CDS	delta 5 fatty acid desaturase
kfl00206_0060	CDS	PDIA6, TXNDC7; protein disulfide-isomerase A6
kfl00206_0070	CDS	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
kfl00206_0080	CDS	hypothetical protein
kfl00206_0090	CDS	associated molecule with the SH3 domain of STAM 3
