proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
42302	2.1.1.-	Methyltransferases.	\N	\N	\N	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
42302	2.1.1.-	Methyltransferases.	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
42302	2.1.1.-	Methyltransferases.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
42398	1.1.1.37	Malate dehydrogenase.	(S)-malate + NAD(+) = oxaloacetate + NADH.	\N	\N	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC
42398	1.1.1.37	Malate dehydrogenase.	(S)-malate + NAD(+) = oxaloacetate + NADH.	\N	\N	Reductive carboxylate cycle (CO2 fixation)	Energy Metabolism	METABOLIC
42398	1.1.1.37	Malate dehydrogenase.	(S)-malate + NAD(+) = oxaloacetate + NADH.	\N	\N	Carbon fixation	Energy Metabolism	METABOLIC
42398	1.1.1.37	Malate dehydrogenase.	(S)-malate + NAD(+) = oxaloacetate + NADH.	\N	\N	Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
42398	1.1.1.37	Malate dehydrogenase.	(S)-malate + NAD(+) = oxaloacetate + NADH.	\N	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
42442	3.1.13.4	Poly(A)-specific ribonuclease.	Exonucleolytic cleavage of poly(A) to 5'-AMP.	\N	\N	\N	\N	\N
42458	2.6.1.52	Phosphoserine aminotransferase.	O-phospho-L-serine + 2-oxoglutarate = 3-phosphonooxypyruvate + L-glutamate.	Pyridoxal-phosphate.	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
42458	2.6.1.52	Phosphoserine aminotransferase.	O-phospho-L-serine + 2-oxoglutarate = 3-phosphonooxypyruvate + L-glutamate.	Pyridoxal-phosphate.	\N	Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
42478	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
42495	5.99.1.2	DNA topoisomerase.	ATP-independent breakage of single-stranded DNA, followed by passage and rejoining.	\N	\N	\N	\N	\N
42527	2.7.1.17	Xylulokinase.	ATP + D-xylulose = ADP + D-xylulose 5-phosphate.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
42546	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
42561	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
42561	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
42566	5.3.4.1	Protein disulfide isomerase.	Rearrangement of both intrachain and interchain disulfide bonds in proteins to form the native structures.	\N	\N	\N	\N	\N
42584	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
42584	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
42586	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
42586	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
42683	3.1.4.11	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase.	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + H(2)O = D-myo- inositol 1,4,5-trisphosphate + diacylglycerol.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
42726	1.17.4.1	Ribonucleoside-diphosphate reductase.	2'-deoxyribonucleoside diphosphate + oxidized thioredoxin + H(2)O = ribonucleoside diphosphate + reduced thioredoxin.	Iron; ATP.	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
42726	1.17.4.1	Ribonucleoside-diphosphate reductase.	2'-deoxyribonucleoside diphosphate + oxidized thioredoxin + H(2)O = ribonucleoside diphosphate + reduced thioredoxin.	Iron; ATP.	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
42729	3.1.2.15	Ubiquitin thiolesterase.	Ubiquitin C-terminal thiolester + H(2)O = ubiquitin + a thiol.	\N	\N	\N	\N	\N
42732	6.5.1.4	RNA-3'-phosphate cyclase.	ATP + RNA 3'-terminal-phosphate = AMP + diphosphate + RNA terminal- 2',3'-cyclic-phosphate.	\N	\N	\N	\N	\N
42741	2.8.2.20	Protein-tyrosine sulfotransferase.	3'-phosphoadenylylsulfate + protein tyrosine = adenosine 3',5'- bisphosphate + protein tyrosine-O-sulfate.	\N	\N	\N	\N	\N
42768	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
42822	2.1.1.43	Histone-lysine N-methyltransferase.	S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine.	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
42832	1.15.1.1	Superoxide dismutase.	2 peroxide radical + 2 H(+) = O(2) + H(2)O(2).	Copper and Zinc or Iron or Manganese.	\N	\N	\N	\N
42892	2.7.1.37	Protein kinase.	ATP + a protein = ADP + a phosphoprotein.	\N	\N	\N	\N	\N
42902	3.1.26.5	Ribonuclease P.	Endonucleolytic cleavage of RNA, removing 5'-extra-nucleotide from tRNA precursor.	\N	\N	\N	\N	\N
42907	1.3.99.3	Acyl-CoA dehydrogenase.	Acyl-CoA + ETF = 2,3-dehydroacyl-CoA + reduced ETF.	FAD.	Deficiency of medium-chain acyl-CoA dehydrogenase; MIM:201450.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
42907	1.3.99.3	Acyl-CoA dehydrogenase.	Acyl-CoA + ETF = 2,3-dehydroacyl-CoA + reduced ETF.	FAD.	Deficiency of medium-chain acyl-CoA dehydrogenase; MIM:201450.	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
42907	1.3.99.3	Acyl-CoA dehydrogenase.	Acyl-CoA + ETF = 2,3-dehydroacyl-CoA + reduced ETF.	FAD.	Deficiency of medium-chain acyl-CoA dehydrogenase; MIM:201450.	Fatty acid metabolism	Lipid Metabolism	METABOLIC
42907	1.3.99.3	Acyl-CoA dehydrogenase.	Acyl-CoA + ETF = 2,3-dehydroacyl-CoA + reduced ETF.	FAD.	Deficiency of medium-chain acyl-CoA dehydrogenase; MIM:201450.	beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC
42917	3.1.1.47	2-acetyl-1-alkylglycerophosphocholine esterase.	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine + H(2)O = 1-alkyl-sn- glycero-3-phosphocholine + acetate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
42934	3.1.6.12	N-acetylgalactosamine-4-sulfatase.	Hydrolysis of the 4-sulfate groups of the N-acetyl-D-galactosamine 4-sulfate units of chondroitin sulfate and dermatan sulfate.	\N	Mucopolysaccharidosis VI; MIM:253200.	Glycosaminoglycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
42940	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
42958	3.6.4.1	Myosin ATPase.	ATP + H(2)O = ADP + phosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
42981	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
43016	6.1.1.9	Valine--tRNA ligase.	ATP + L-valine + tRNA(Val) = AMP + diphosphate + L-valyl-tRNA(Val).	\N	\N	Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
43016	6.1.1.9	Valine--tRNA ligase.	ATP + L-valine + tRNA(Val) = AMP + diphosphate + L-valyl-tRNA(Val).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
43018	1.18.1.2	Ferredoxin--NADP(+) reductase.	Reduced ferredoxin + NADP(+) = oxidized ferredoxin + NADPH.	FAD.	\N	Photosynthesis	Energy Metabolism	METABOLIC
43018	1.18.1.2	Ferredoxin--NADP(+) reductase.	Reduced ferredoxin + NADP(+) = oxidized ferredoxin + NADPH.	FAD.	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
43023	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC
43023	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N
43023	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
43037	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
43055	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
43055	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
43055	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
43084	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
43084	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
43084	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
43084	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
43084	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
43086	3.4.-.-	Acting on peptide bonds (peptide hydrolases).	\N	\N	\N	Biotin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
43086	3.4.-.-	Acting on peptide bonds (peptide hydrolases).	\N	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
43097	6.1.1.15	Proline--tRNA ligase.	ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
43097	6.1.1.15	Proline--tRNA ligase.	ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro).	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
43099	2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase.	Acyl-CoA + 1-acyl-sn-glycerol 3-phosphate = CoA + 1,2-diacyl-sn-glycerol 3-phosphate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
43103	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
43103	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
43103	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
43103	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
43103	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
43106	5.3.4.1	Protein disulfide isomerase.	Rearrangement of both intrachain and interchain disulfide bonds in proteins to form the native structures.	\N	\N	\N	\N	\N
43135	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
43140	1.-.-.-	Oxidoreductases.	\N	\N	\N	\N	\N	\N
43146	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
43146	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
43152	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
43159	6.5.1.1	DNA ligase (ATP).	ATP + {deoxyribonucleotide}(N) + {deoxyribonucleotide}(M) = AMP + diphosphate + {deoxyribonucleotide}(N+M).	\N	\N	\N	\N	\N
43183	2.5.1.8	tRNA isopentenyltransferase.	Isopentenyl diphosphate + tRNA = diphosphate + tRNA containing 6-isopentenyladenosine.	\N	\N	\N	\N	\N
43223	5.3.4.1	Protein disulfide isomerase.	Rearrangement of both intrachain and interchain disulfide bonds in proteins to form the native structures.	\N	\N	\N	\N	\N
43224	5.3.4.1	Protein disulfide isomerase.	Rearrangement of both intrachain and interchain disulfide bonds in proteins to form the native structures.	\N	\N	\N	\N	\N
43228	3.6.4.1	Myosin ATPase.	ATP + H(2)O = ADP + phosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
43271	1.4.3.3	D-amino acid oxidase.	A D-amino acid + H(2)O + O(2) = a 2-oxo acid + NH(3) + H(2)O(2).	FAD.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
43271	1.4.3.3	D-amino acid oxidase.	A D-amino acid + H(2)O + O(2) = a 2-oxo acid + NH(3) + H(2)O(2).	FAD.	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
43271	1.4.3.3	D-amino acid oxidase.	A D-amino acid + H(2)O + O(2) = a 2-oxo acid + NH(3) + H(2)O(2).	FAD.	\N	D-Arginine and D-ornithine metabolism	Metabolism of Other Amino Acids	METABOLIC
43277	5.4.99.5	Chorismate mutase.	Chorismate = prephenate.	\N	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
43300	3.1.26.3	Ribonuclease III.	Endonucleolytic cleavage to 5'-phosphomonoester.	\N	\N	\N	\N	\N
43315	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
43315	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
43315	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
43315	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Cysteine metabolism	Amino Acid Metabolism	METABOLIC
43315	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
43315	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
43315	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Carbon fixation	Energy Metabolism	METABOLIC
43315	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
43315	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
43336	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
43352	3.1.1.23	Acylglycerol lipase.	Hydrolyses glycerol monoesters of long-chain fatty acids.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
43354	2.4.2.30	NAD(+) ADP-ribosyltransferase.	NAD(+) + {ADP-D-ribosyl}(N)-acceptor = nicotinamide + {ADP-D-ribosyl}(N+1)-acceptor.	\N	\N	\N	\N	\N
43368	3.4.19.3	Pyroglutamyl-peptidase I.	5-oxoprolyl-peptide + H(2)O = 5-oxoproline + peptide.	\N	\N	\N	\N	\N
43387	2.4.2.29	Queuine tRNA-ribosyltransferase.	tRNA guanine + queuine = tRNA queuine + guanine.	\N	\N	\N	\N	\N
43406	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
43430	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
43432	3.4.18.1	Cysteine-type carboxypeptidase.	Liberation of C-terminal amino acid residue, with broad specificity, but lacks action on C-terminal proline.	\N	\N	\N	\N	\N
43466	1.14.13.30	Leukotriene-B4 20-monooxygenase.	(6Z,8E,10E,14Z)-(5S,12R)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate + NADPH + O(2) = (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-trihydroxyicosa- 6,8,10,14-tetraenoate + NADP(+) + H(2)O.	Heme-thiolate.	\N	Prostaglandin and leukotriene metabolism	Metabolism of Complex Lipids	METABOLIC
43467	1.14.13.30	Leukotriene-B4 20-monooxygenase.	(6Z,8E,10E,14Z)-(5S,12R)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate + NADPH + O(2) = (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-trihydroxyicosa- 6,8,10,14-tetraenoate + NADP(+) + H(2)O.	Heme-thiolate.	\N	Prostaglandin and leukotriene metabolism	Metabolism of Complex Lipids	METABOLIC
43574	3.1.1.47	2-acetyl-1-alkylglycerophosphocholine esterase.	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine + H(2)O = 1-alkyl-sn- glycero-3-phosphocholine + acetate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
43604	1.1.99.1	Choline dehydrogenase.	Choline + acceptor = betaine aldehyde + reduced acceptor.	PQQ.	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
43636	1.-.-.-	Oxidoreductases.	\N	\N	\N	\N	\N	\N
43638	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
43638	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
43638	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
43649	1.6.2.4	NADPH--ferrihemoprotein reductase.	NADPH + 2 ferricytochrome = NADP(+) + 2 ferrocytochrome.	FMN; FAD.	\N	\N	\N	\N
43677	3.1.13.1	Exoribonuclease II.	Exonucleolytic cleavage in the 3'- to 5'-direction to yield 5'-phosphomononucleotides.	\N	\N	\N	\N	\N
43683	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
43684	1.1.1.200	Aldose-6-phosphate reductase (NADPH).	D-sorbitol 6-phosphate + NADP(+) = D-glucose 6-phosphate + NADPH.	\N	\N	\N	\N	\N
43694	3.1.3.5	5'-nucleotidase.	A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
43694	3.1.3.5	5'-nucleotidase.	A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
43694	3.1.3.5	5'-nucleotidase.	A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
43697	2.6.1.42	Branched-chain amino acid aminotransferase.	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.	Pyridoxal-phosphate.	\N	Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
43697	2.6.1.42	Branched-chain amino acid aminotransferase.	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.	Pyridoxal-phosphate.	\N	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
43697	2.6.1.42	Branched-chain amino acid aminotransferase.	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.	Pyridoxal-phosphate.	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
