Gene ID	GO	KOG	ENZYME
ostta03g04060	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04060" target="_blank">ostta03g04060</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000179" target="_blank">rRNA (adenine-N6,N6-)-dimethyltransferase activity (GO:0000179)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003880" target="_blank">protein C-terminal carboxyl O-methyltransferase activity (GO:0003880)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008169" target="_blank">C-methyltransferase activity (GO:0008169)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008170" target="_blank">N-methyltransferase activity (GO:0008170)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008171" target="_blank">O-methyltransferase activity (GO:0008171)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008172" target="_blank">S-methyltransferase activity (GO:0008172)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008173" target="_blank">RNA methyltransferase activity (GO:0008173)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008174" target="_blank">mRNA methyltransferase activity (GO:0008174)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008175" target="_blank">tRNA methyltransferase activity (GO:0008175)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008276" target="_blank">protein methyltransferase activity (GO:0008276)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008425" target="_blank">2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity (GO:0008425)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008649" target="_blank">rRNA methyltransferase activity (GO:0008649)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008650" target="_blank">rRNA (uridine-2'-O-)-methyltransferase activity (GO:0008650)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009008" target="_blank">DNA-methyltransferase activity (GO:0009008)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009383" target="_blank">rRNA (cytosine-C5-)-methyltransferase activity (GO:0009383)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016205" target="_blank">selenocysteine methyltransferase activity (GO:0016205)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016273" target="_blank">arginine N-methyltransferase activity (GO:0016273)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016274" target="_blank">protein-arginine N-methyltransferase activity (GO:0016274)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016278" target="_blank">lysine N-methyltransferase activity (GO:0016278)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016279" target="_blank">protein-lysine N-methyltransferase activity (GO:0016279)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016300" target="_blank">tRNA (uracil) methyltransferase activity (GO:0016300)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016423" target="_blank">tRNA (guanine) methyltransferase activity (GO:0016423)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016426" target="_blank">tRNA (adenine) methyltransferase activity (GO:0016426)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016427" target="_blank">tRNA (cytosine) methyltransferase activity (GO:0016427)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016433" target="_blank">rRNA (adenine) methyltransferase activity (GO:0016433)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016434" target="_blank">rRNA (cytosine) methyltransferase activity (GO:0016434)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016435" target="_blank">rRNA (guanine) methyltransferase activity (GO:0016435)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016436" target="_blank">rRNA (uridine) methyltransferase activity (GO:0016436)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018423" target="_blank">protein C-terminal leucine carboxyl O-methyltransferase activity (GO:0018423)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018707" target="_blank">1-phenanthrol methyltransferase activity (GO:0018707)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019702" target="_blank">protein-arginine N5-methyltransferase activity (GO:0019702)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030792" target="_blank">methylarsonite methyltransferase activity (GO:0030792)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043770" target="_blank">demethylmenaquinone methyltransferase activity (GO:0043770)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043776" target="_blank">cobalt-precorrin-6B C5-methyltransferase activity (GO:0043776)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043777" target="_blank">cobalt-precorrin-7 C15-methyltransferase activity (GO:0043777)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043780" target="_blank">cobalt-precorrin-5B C1-methyltransferase activity (GO:0043780)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043782" target="_blank">cobalt-precorrin-3 C17-methyltransferase activity (GO:0043782)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043791" target="_blank">dimethylamine methyltransferase activity (GO:0043791)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043803" target="_blank">hydroxyneurosporene-O-methyltransferase activity (GO:0043803)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043827" target="_blank">tRNA (adenine-57, 58-N(1)-) methyltransferase activity (GO:0043827)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043833" target="_blank">methylamine-specific methylcobalamin:coenzyme M methyltransferase activity (GO:0043833)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043834" target="_blank">trimethylamine methyltransferase activity (GO:0043834)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043851" target="_blank">methanol-specific methylcobalamin:coenzyme M methyltransferase activity (GO:0043851)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043852" target="_blank">monomethylamine methyltransferase activity (GO:0043852)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2360" target="_blank">KOG2360</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.-" target="_blank">2.1.1.-</a>
ostta03g04130	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04130" target="_blank">ostta03g04130</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018024" target="_blank">histone-lysine N-methyltransferase activity (GO:0018024)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1337" target="_blank">KOG1337</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.43" target="_blank">2.1.1.43</a>
ostta03g04140	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04140" target="_blank">ostta03g04140</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004672" target="_blank">protein kinase activity (GO:0004672)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">protein phosphorylation (GO:0006468)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004674" target="_blank">protein serine/threonine kinase activity (GO:0004674)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1240" target="_blank">KOG1240</a>	
ostta03g04150	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04150" target="_blank">ostta03g04150</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004514" target="_blank">nicotinate-nucleotide diphosphorylase (carboxylating) activity (GO:0004514)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009435" target="_blank">NAD biosynthetic process (GO:0009435)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019363" target="_blank">pyridine nucleotide biosynthetic process (GO:0019363)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3008" target="_blank">KOG3008</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.4.2.19" target="_blank">2.4.2.19</a>
ostta03g04160	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04160" target="_blank">ostta03g04160</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006629" target="_blank">lipid metabolic process (GO:0006629)</a>		
ostta03g04170	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04170" target="_blank">ostta03g04170</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004721" target="_blank">phosphoprotein phosphatase activity (GO:0004721)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004723" target="_blank">calcium-dependent protein serine/threonine phosphatase activity (GO:0004723)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004724" target="_blank">magnesium-dependent protein serine/threonine phosphatase activity (GO:0004724)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005963" target="_blank">magnesium-dependent protein serine/threonine phosphatase complex (GO:0005963)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008420" target="_blank">RNA polymerase II CTD heptapeptide repeat phosphatase activity (GO:0008420)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008597" target="_blank">calcium-dependent protein serine/threonine phosphatase regulator activity (GO:0008597)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017018" target="_blank">myosin phosphatase activity (GO:0017018)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017020" target="_blank">myosin phosphatase regulator activity (GO:0017020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017023" target="_blank">myosin phosphatase complex (GO:0017023)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0323" target="_blank">KOG0323</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.16" target="_blank">3.1.3.16</a>
ostta03g04190	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04190" target="_blank">ostta03g04190</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003755" target="_blank">peptidyl-prolyl cis-trans isomerase activity (GO:0003755)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a>		
ostta03g04200	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04200" target="_blank">ostta03g04200</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005856" target="_blank">cytoskeleton (GO:0005856)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030833" target="_blank">regulation of actin filament polymerization (GO:0030833)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2826" target="_blank">KOG2826</a>	
ostta03g04210	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04210" target="_blank">ostta03g04210</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006464" target="_blank">cellular protein modification process (GO:0006464)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006629" target="_blank">lipid metabolic process (GO:0006629)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016627" target="_blank">oxidoreductase activity, acting on the CH-CH group of donors (GO:0016627)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1639" target="_blank">KOG1639</a>	
ostta03g04220	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04220" target="_blank">ostta03g04220</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008080" target="_blank">N-acetyltransferase activity (GO:0008080)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004402" target="_blank">histone acetyltransferase activity (GO:0004402)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2696" target="_blank">KOG2696</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.48" target="_blank">2.3.1.48</a>
ostta03g04230	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04230" target="_blank">ostta03g04230</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004003" target="_blank">(GO:0004003)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006289" target="_blank">nucleotide-excision repair (GO:0006289)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004386" target="_blank">helicase activity (GO:0004386)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016787" target="_blank">hydrolase activity (GO:0016787)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1123" target="_blank">KOG1123</a>	
ostta03g04260	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04260" target="_blank">ostta03g04260</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">RNA binding (GO:0003723)</a>		
ostta03g04290	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04290" target="_blank">ostta03g04290</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">structural constituent of ribosome (GO:0003735)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">ribosome (GO:0005840)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0857" target="_blank">KOG0857</a>	
ostta03g04300	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04300" target="_blank">ostta03g04300</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006139" target="_blank">nucleobase-containing compound metabolic process (GO:0006139)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008408" target="_blank">3'-5' exonuclease activity (GO:0008408)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2207" target="_blank">KOG2207</a>	
ostta03g04320	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04320" target="_blank">ostta03g04320</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005743" target="_blank">mitochondrial inner membrane (GO:0005743)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006810" target="_blank">transport (GO:0006810)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0752" target="_blank">KOG0752</a>	
ostta03g04330	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04330" target="_blank">ostta03g04330</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003755" target="_blank">peptidyl-prolyl cis-trans isomerase activity (GO:0003755)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0865" target="_blank">KOG0865</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.2.1.8" target="_blank">5.2.1.8</a>
ostta03g04350	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04350" target="_blank">ostta03g04350</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016671" target="_blank">oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor (GO:0016671)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019538" target="_blank">protein metabolic process (GO:0019538)</a>		
ostta03g04360	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04360" target="_blank">ostta03g04360</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000062" target="_blank">fatty-acyl-CoA binding (GO:0000062)</a>		
ostta03g04370	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04370" target="_blank">ostta03g04370</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a>		
ostta03g04440	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04440" target="_blank">ostta03g04440</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005506" target="_blank">iron ion binding (GO:0005506)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016226" target="_blank">iron-sulfur cluster assembly (GO:0016226)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051536" target="_blank">iron-sulfur cluster binding (GO:0051536)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2358" target="_blank">KOG2358</a>	
ostta03g04510	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04510" target="_blank">ostta03g04510</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">structural constituent of ribosome (GO:0003735)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">ribosome (GO:0005840)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0397" target="_blank">KOG0397</a>	
ostta03g04560	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04560" target="_blank">ostta03g04560</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0018024" target="_blank">histone-lysine N-methyltransferase activity (GO:0018024)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1337" target="_blank">KOG1337</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.43" target="_blank">2.1.1.43</a>
ostta03g04570	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04570" target="_blank">ostta03g04570</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a>		
ostta03g04590	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04590" target="_blank">ostta03g04590</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004386" target="_blank">helicase activity (GO:0004386)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008026" target="_blank">(GO:0008026)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0331" target="_blank">KOG0331</a>	
ostta03g04620	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04620" target="_blank">ostta03g04620</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006631" target="_blank">fatty acid metabolic process (GO:0006631)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1683" target="_blank">KOG1683</a>	
ostta03g04630	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04630" target="_blank">ostta03g04630</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0007155" target="_blank">cell adhesion (GO:0007155)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a>		
ostta03g04660	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta03g04660" target="_blank">ostta03g04660</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004842" target="_blank">ubiquitin-protein transferase activity (GO:0004842)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051438" target="_blank">regulation of ubiquitin-protein transferase activity (GO:0051438)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051443" target="_blank">positive regulation of ubiquitin-protein transferase activity (GO:0051443)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051444" target="_blank">negative regulation of ubiquitin-protein transferase activity (GO:0051444)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1039" target="_blank">KOG1039</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.3.2.19" target="_blank">6.3.2.19</a>
