Gene ID	GO	KOG	ENZYME
Naga_100205g3	<a href="http://www.nannochloropsis.org/gene/Naga_100205g3" target="_blank">Naga_100205g3</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016758" target="_blank">transferase activity, transferring hexosyl groups (GO:0016758)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a>		
Naga_100205g2	<a href="http://www.nannochloropsis.org/gene/Naga_100205g2" target="_blank">Naga_100205g2</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006511" target="_blank">ubiquitin-dependent protein catabolic process (GO:0006511)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2026" target="_blank">KOG2026</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.4.19.12" target="_blank">3.4.19.12</a>
Naga_100205g1	<a href="http://www.nannochloropsis.org/gene/Naga_100205g1" target="_blank">Naga_100205g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006364" target="_blank">rRNA processing (GO:0006364)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2600" target="_blank">KOG2600</a>	
Naga_100136g1	<a href="http://www.nannochloropsis.org/gene/Naga_100136g1" target="_blank">Naga_100136g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006364" target="_blank">rRNA processing (GO:0006364)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2600" target="_blank">KOG2600</a>	
Naga_100136g2	<a href="http://www.nannochloropsis.org/gene/Naga_100136g2" target="_blank">Naga_100136g2</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030596" target="_blank">alpha-L-rhamnosidase activity (GO:0030596)</a>		<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.40" target="_blank">3.2.1.40</a>
Naga_100136g4	<a href="http://www.nannochloropsis.org/gene/Naga_100136g4" target="_blank">Naga_100136g4</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016624" target="_blank">oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor (GO:0016624)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0225" target="_blank">KOG0225</a>	
Naga_100136g5	<a href="http://www.nannochloropsis.org/gene/Naga_100136g5" target="_blank">Naga_100136g5</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3037" target="_blank">KOG3037</a>	
Naga_100136g6	<a href="http://www.nannochloropsis.org/gene/Naga_100136g6" target="_blank">Naga_100136g6</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003755" target="_blank">peptidyl-prolyl cis-trans isomerase activity (GO:0003755)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0552" target="_blank">KOG0552</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.2.1.8" target="_blank">5.2.1.8</a>
Naga_100136g7	<a href="http://www.nannochloropsis.org/gene/Naga_100136g7" target="_blank">Naga_100136g7</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0043565" target="_blank">sequence-specific DNA binding (GO:0043565)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">regulation of transcription, DNA-templated (GO:0006355)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003700" target="_blank">DNA-binding transcription factor activity (GO:0003700)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0627" target="_blank">KOG0627</a>	
Naga_100136g9	<a href="http://www.nannochloropsis.org/gene/Naga_100136g9" target="_blank">Naga_100136g9</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4441" target="_blank">KOG4441</a>	
Naga_100136g10	<a href="http://www.nannochloropsis.org/gene/Naga_100136g10" target="_blank">Naga_100136g10</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">RNA binding (GO:0003723)</a>		
Naga_100136g12	<a href="http://www.nannochloropsis.org/gene/Naga_100136g12" target="_blank">Naga_100136g12</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">ribosome (GO:0005840)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">structural constituent of ribosome (GO:0003735)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3504" target="_blank">KOG3504</a>	
Naga_100136g14	<a href="http://www.nannochloropsis.org/gene/Naga_100136g14" target="_blank">Naga_100136g14</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">ribosome (GO:0005840)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">structural constituent of ribosome (GO:0003735)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0407" target="_blank">KOG0407</a>	
Naga_100136g17	<a href="http://www.nannochloropsis.org/gene/Naga_100136g17" target="_blank">Naga_100136g17</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006259" target="_blank">DNA metabolic process (GO:0006259)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004518" target="_blank">nuclease activity (GO:0004518)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008821" target="_blank">crossover junction endodeoxyribonuclease activity (GO:0008821)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2379" target="_blank">KOG2379</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.1.22.-" target="_blank">3.1.22.-</a>
Naga_100136g19	<a href="http://www.nannochloropsis.org/gene/Naga_100136g19" target="_blank">Naga_100136g19</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006464" target="_blank">cellular protein modification process (GO:0006464)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4495" target="_blank">KOG4495</a>	
Naga_100152g1	<a href="http://www.nannochloropsis.org/gene/Naga_100152g1" target="_blank">Naga_100152g1</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006511" target="_blank">ubiquitin-dependent protein catabolic process (GO:0006511)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005839" target="_blank">proteasome core complex (GO:0005839)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004298" target="_blank">threonine-type endopeptidase activity (GO:0004298)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0185" target="_blank">KOG0185</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.4.25.1" target="_blank">3.4.25.1</a>
Naga_100152g3	<a href="http://www.nannochloropsis.org/gene/Naga_100152g3" target="_blank">Naga_100152g3</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">regulation of transcription, DNA-templated (GO:0006355)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006352" target="_blank">DNA-templated transcription, initiation (GO:0006352)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005667" target="_blank">transcription regulator complex (GO:0005667)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006413" target="_blank">translational initiation (GO:0006413)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003743" target="_blank">translation initiation factor activity (GO:0003743)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1597" target="_blank">KOG1597</a>	
Naga_100152g8	<a href="http://www.nannochloropsis.org/gene/Naga_100152g8" target="_blank">Naga_100152g8</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0800" target="_blank">KOG0800</a>	
Naga_100152g9	<a href="http://www.nannochloropsis.org/gene/Naga_100152g9" target="_blank">Naga_100152g9</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005509" target="_blank">calcium ion binding (GO:0005509)</a>		
Naga_100152g10	<a href="http://www.nannochloropsis.org/gene/Naga_100152g10" target="_blank">Naga_100152g10</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">RNA binding (GO:0003723)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1676" target="_blank">KOG1676</a>	
Naga_100152g12	<a href="http://www.nannochloropsis.org/gene/Naga_100152g12" target="_blank">Naga_100152g12</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006415" target="_blank">translational termination (GO:0006415)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003747" target="_blank">translation release factor activity (GO:0003747)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016149" target="_blank">translation release factor activity, codon specific (GO:0016149)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2726" target="_blank">KOG2726</a>	
Naga_100152g13	<a href="http://www.nannochloropsis.org/gene/Naga_100152g13" target="_blank">Naga_100152g13</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">protein phosphorylation (GO:0006468)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004672" target="_blank">protein kinase activity (GO:0004672)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1236" target="_blank">KOG1236</a>	
Naga_100152g15	<a href="http://www.nannochloropsis.org/gene/Naga_100152g15" target="_blank">Naga_100152g15</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006310" target="_blank">DNA recombination (GO:0006310)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003697" target="_blank">single-stranded DNA binding (GO:0003697)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000724" target="_blank">double-strand break repair via homologous recombination (GO:0000724)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4751" target="_blank">KOG4751</a>	
Naga_100029g44	<a href="http://www.nannochloropsis.org/gene/Naga_100029g44" target="_blank">Naga_100029g44</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0019239" target="_blank">deaminase activity (GO:0019239)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009168" target="_blank">purine ribonucleoside monophosphate biosynthetic process (GO:0009168)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003876" target="_blank">AMP deaminase activity (GO:0003876)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1096" target="_blank">KOG1096</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.5.4.6" target="_blank">3.5.4.6</a>
Naga_100029g43	<a href="http://www.nannochloropsis.org/gene/Naga_100029g43" target="_blank">Naga_100029g43</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006486" target="_blank">protein glycosylation (GO:0006486)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004377" target="_blank">GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity (GO:0004377)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4472" target="_blank">KOG4472</a>	
Naga_100029g41	<a href="http://www.nannochloropsis.org/gene/Naga_100029g41" target="_blank">Naga_100029g41</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0015031" target="_blank">protein transport (GO:0015031)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008565" target="_blank">(GO:0008565)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005743" target="_blank">mitochondrial inner membrane (GO:0005743)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1652" target="_blank">KOG1652</a>	
Naga_100029g39	<a href="http://www.nannochloropsis.org/gene/Naga_100029g39" target="_blank">Naga_100029g39</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">protein phosphorylation (GO:0006468)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004672" target="_blank">protein kinase activity (GO:0004672)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005509" target="_blank">calcium ion binding (GO:0005509)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004674" target="_blank">protein serine/threonine kinase activity (GO:0004674)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0032" target="_blank">KOG0032</a>	
Naga_100029g36	<a href="http://www.nannochloropsis.org/gene/Naga_100029g36" target="_blank">Naga_100029g36</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1248" target="_blank">KOG1248</a>	
Naga_100029g35	<a href="http://www.nannochloropsis.org/gene/Naga_100029g35" target="_blank">Naga_100029g35</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0010181" target="_blank">FMN binding (GO:0010181)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009055" target="_blank">electron transfer activity (GO:0009055)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005506" target="_blank">iron ion binding (GO:0005506)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003958" target="_blank">NADPH-hemoprotein reductase activity (GO:0003958)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1158" target="_blank">KOG1158</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.6.2.4" target="_blank">1.6.2.4</a>
Naga_100029g34	<a href="http://www.nannochloropsis.org/gene/Naga_100029g34" target="_blank">Naga_100029g34</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016884" target="_blank">carbon-nitrogen ligase activity, with glutamine as amido-N-donor (GO:0016884)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016874" target="_blank">ligase activity (GO:0016874)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2438" target="_blank">KOG2438</a>	
