Cre01.g000050.t1.1	RWP14
Cre13.g568450.t1.1	KIN7-3
Cre13.g568650.t1.2	RPS3A
Cre13.g568800.t1.2	NUOB13
Cre13.g568850.t1.2	ISU1	NFU1
Cre13.g568900.t1.2	RPL17
Cre13.g569200.t1.2	SRP54
Cre13.g569250.t1.2	CGLD9
Cre13.g569350.t1.2	SNE16
Cre13.g569400.t1.2	TAUD1
Cre13.g569700.t1.1	MBC1	OPR56
Cre13.g569850.t1.2	AMT4
Cre13.g569950.t1.2	HTR20
Cre13.g570000.t1.2	HFO20
Cre13.g570000.t2.1	HFO20
Cre13.g570050.t1.2	HTB20
Cre13.g570100.t1.2	HTA20
Cre13.g570300.t1.2	UBC24
Cre13.g570350.t1.1	AKC4
Cre13.g570350.t2.1	AKC4
Cre13.g570550.t1.2	CDD1
Cre13.g570600.t1.2	CTR1
Cre13.g570700.t1.1	CHI4
Cre13.g570900.t1.1	MSRA1
Cre13.g571150.t1.2	NUOP1
Cre13.g571200.t1.1	HKR5
Cre13.g571500.t1.2	CST2
Cre13.g571520.t1.1	ANK12
Cre13.g571580.t1.1	CSB53
Cre13.g571600.t1.2	TRS20
Cre13.g571650.t1.2	RPB10
Cre13.g571850.t1.1	APC10
Cre13.g572000.t1.2	SUMT2
Cre13.g572050.t1.1	SMG1
Cre13.g572350.t1.2	HSP22G
Cre13.g572500.t1.2	CGL14
Cre13.g572700.t1.2	IFT144
Cre13.g572750.t1.1	AMX3
Cre13.g572750.t2.1	AMX3
Cre13.g572750.t3.1	AMX3
Cre13.g572800.t1.1	TILS
Cre13.g572850.t1.1	FBB17
Cre13.g572900.t1.1	THO3
Cre13.g572900.t2.1	THO3
Cre13.g572950.t1.1	E2F2
Cre13.g573000.t1.2	E2FR1
Cre13.g573100.t1.1	MAM3C
Cre13.g573300.t1.1	CDD4
Cre13.g573500.t1.2	FAP95
Cre13.g573550.t1.1	ANK26
Cre13.g573650.t1.1	SRS5
Cre13.g573900.t1.2	NSS3
Cre13.g573950.t1.1	ZRT3
Cre13.g574000.t1.1	CLV1
Cre13.g574200.t1.1	PAP2
Cre13.g574400.t1.1	CYG55
Cre13.g574500.t1.1	FER2
Cre13.g574700.t1.2	PEX13
Cre13.g574800.t1.2	CYB3
Cre13.g574800.t2.1	CYB3
Cre13.g574850.t1.1	ERM6
Cre13.g574850.t2.1	ERM6
Cre13.g574900.t1.2	FAP228
Cre13.g575000.t1.1	CCS1
Cre13.g575800.t1.2	IGS1
Cre13.g575900.t1.2	SE	CGL117
Cre13.g575950.t1.2	HIR1
Cre13.g576050.t1.1	ZIP2
Cre13.g576300.t1.2	APH1
Cre13.g576350.t1.2	PFP2
Cre13.g576650.t1.2	HIS4
Cre13.g576800.t1.1	HIF
Cre13.g577050.t1.1	ELG7
Cre13.g577100.t1.2	ACP2
Cre13.g577250.t1.2	GOX14
Cre13.g577300.t1.2	GOX13
Cre13.g577400.t1.1	ELG16
Cre13.g577500.t1.2	VTI1
Cre13.g577500.t2.1	VTI1
Cre13.g577550.t1.2	DDB2
Cre13.g577850.t1.1	FKB20	FKB20-2
Cre13.g577950.t1.2	VPS60
Cre13.g578350.t1.2	MPA11
Cre13.g578451.t1.1	TSL1
Cre13.g578650.t1.1	CPLD10
Cre13.g578750.t1.2	TBA1
Cre13.g578800.t1.2	LYR5
Cre13.g578850.t1.1	MOT27
Cre13.g578900.t1.2	MOT27
Cre13.g579100.t1.1	APC1
Cre13.g579200.t1.2	S6K1
Cre13.g579400.t1.1	ERM8
Cre13.g579450.t1.1	CST1
Cre13.g579550.t1.1	CGL27
Cre13.g579598.t1.1	SSS3
Cre13.g579598.t2.1	SSS3
Cre13.g579734.t1.1	GLC1
Cre13.g579901.t1.1	DEG6
Cre13.g580300.t1.2	CGLD4
Cre13.g580600.t1.2	ATE1
Cre13.g580700.t1.1	DAL2
Cre13.g580850.t1.2	PRPL22
Cre13.g580850.t2.1	PRPL22
Cre13.g581400.t1.1	AAA2
Cre13.g581450.t1.2	RPN7
Cre13.g581450.t2.1	RPN7
Cre13.g581500.t1.1	OPR41
Cre13.g581550.t1.1	THG1
Cre13.g581600.t1.2	ASA4
Cre13.g581650.t1.2	PRPL7
Cre13.g582270.t1.1	FFT3
Cre13.g582270.t2.1	FFT3
Cre13.g582270.t3.1	FFT3
Cre13.g582650.t1.1	MAPK1
Cre13.g583287.t1.2	IQA3
Cre13.g583400.t1.1	OPR57
Cre13.g583450.t1.2	EZY17
Cre13.g583550.t1.2	VIPP1
Cre13.g583600.t1.2	DGD1
Cre13.g584050.t1.2	CSB54
Cre13.g584400.t1.2	FAP189
Cre13.g585150.t1.2	EIF6
Cre13.g585301.t1.1	CPLD55
Cre13.g585800.t1.2	SUB2
Cre13.g585900.t1.2	LKHA4
Cre13.g586250.t1.2	COA7
Cre13.g586300.t1.2	FKBP12	FKB12
Cre13.g586500.t1.2	KIN17-2
Cre13.g586550.t1.2	CYB4
Cre13.g586650.t1.1	FXL1
Cre13.g586916.t1.1	SRS6
Cre13.g587050.t1.2	ERF1
Cre13.g587100.t1.2	PCYA1
Cre13.g587150.t1.1	HAT5
Cre13.g587200.t1.1	PIGW
Cre13.g587500.t1.1	AOF8
Cre13.g587500.t2.1	AOF8
Cre13.g587750.t1.2	COG6
Cre13.g588100.t1.2	CYN19-3
Cre13.g588201.t1.1	OPR58
Cre13.g588310.t1.1	MRPL47
Cre13.g588550.t1.2	SYP1
Cre13.g588600.t1.1	KIN1-1
Cre13.g588900.t1.1	WEX
Cre13.g589350.t1.2	FBB6
Cre13.g589400.t1.1	PRL6
Cre13.g589500.t1.1	PTK9
Cre13.g589700.t1.2	VPS20
Cre13.g590300.t1.1	URK2
Cre13.g590500.t1.1	FAD6
Cre13.g590550.t1.1	COA5
Cre13.g590600.t1.1	PDE32
Cre13.g590600.t2.1	PDE32
Cre13.g590600.t3.1	PDE32
Cre13.g590600.t4.1	PDE32
Cre13.g590600.t5.1	PDE32
Cre13.g590750.t1.2	HTB21
Cre13.g590800.t1.2	HTA21
Cre13.g590900.t1.2	APC11
Cre13.g590900.t2.1	APC11
Cre13.g591100.t1.1	MSC5
Cre13.g591150.t1.2	HTA22
Cre13.g591200.t1.2	HTB22
Cre13.g591250.t1.1	EZY20
Cre13.g591250.t2.1	EZY20
Cre13.g591350.t1.1	MFT27
Cre13.g591400.t1.1	COA1
Cre13.g591501.t1.1	PUS2
Cre13.g591550.t1.1	SRR20
Cre13.g591600.t1.1	CYG40
Cre13.g591700.t1.1	TTL15
Cre13.g591900.t1.2	PLD6	PLD1
Cre13.g592050.t1.2	DAL1
Cre13.g592200.t1.2	GSN1
Cre13.g592400.t1.1	LCI21
Cre13.g592450.t1.2	COPE1
Cre13.g602400.t1.2	KIN8-1
Cre13.g602850.t1.1	SRS8
Cre13.g602901.t1.1	CNX2
Cre13.g603000.t1.2	PDE19
Cre13.g603000.t2.1	PDE19
Cre13.g603250.t1.2	OPR61
Cre13.g603350.t1.1	CYG56
Cre13.g603700.t1.2	DII4
Cre13.g603750.t1.1	KCA1
Cre13.g603900.t1.2	TSF1
Cre13.g603950.t1.2	CYN50
Cre13.g604750.t1.2	CGL94
Cre13.g605100.t1.2	PDE20
Cre13.g605150.t1.2	MSD2
Cre13.g605200.t1.1	MMP29
Cre13.g605200.t2.1	MMP29
Cre13.g605600.t1.1	OAS1
Cre13.g605600.t2.1	OAS1
Cre13.g605650.t1.2	ALD7
Cre13.g606000.t1.2	EFG7
Cre13.g606050.t1.2	TSY1
Cre13.g606250.t1.1	CYG41
Cre13.g606450.t1.2	CSB55
Cre13.g606600.t1.1	CGK1
Cre13.g607050.t1.2	TSU1
Cre13.g607100.t1.2	CYG6
Cre13.g607150.t1.1	CYG57
Cre13.g607200.t1.1	CYG42
Cre13.g607300.t1.2	FAP352
Cre13.g607350.t1.2	CAH7
Cre13.g607450.t1.1	DAK1
Cre13.g607600.t1.1	RIBFL1
Cre13.g607750.t1.2	DRC2
Cre13.g607900.t1.1	CPLD68
Cre13.g607950.t1.2	SELK1	SELK
Cre13.g608000.t1.2	CPLD52
Cre14.g608970.t1.1	RPL34A
Cre14.g609050.t1.2	RPL34B
Cre14.g609450.t1.2	PWR4
Cre14.g609500.t1.1	PWR5
Cre14.g610700.t1.1	PHC72
Cre14.g610950.t1.2	PBD1
Cre14.g611100.t1.2	FAP27
Cre14.g611100.t2.1	FAP27
Cre14.g611300.t1.1	COP3
Cre14.g611450.t1.1	PLAP7
Cre14.g611552.t1.1	TGL22
Cre14.g611650.t1.1	ALO2
Cre14.g611700.t1.1	PLAP8
Cre14.g612100.t1.1	RWP3
Cre14.g612150.t1.1	PAP10
Cre14.g612200.t1.1	CYG16
Cre14.g612200.t2.1	CYG16
Cre14.g612250.t1.2	FAP388
Cre14.g612450.t1.2	PRPL15
Cre14.g612633.t1.1	PHC58
Cre14.g612700.t1.2	DRC7
Cre14.g612750.t1.1	FAP197
Cre14.g612900.t1.2	CSB56
Cre14.g612950.t1.1	CYG17
Cre14.g613400.t1.2	POC16
Cre14.g613450.t1.2	CGL87
Cre14.g613501.t1.1	ZXE5
Cre14.g613550.t1.2	FAP203
Cre14.g613600.t1.2	HSP70H
Cre14.g613600.t2.1	HSP70H
Cre14.g613900.t1.2	CYCT1
Cre14.g614000.t1.1	CGL17
Cre14.g614100.t1.2	GTR26
Cre14.g614550.t1.1	MDB1
Cre14.g614850.t1.1	FAP33
Cre14.g614900.t1.2	TSQ1
Cre14.g614900.t2.1	TSQ1
Cre14.g614950.t1.2	MRPS2
Cre14.g615100.t1.2	MSR1
Cre14.g615250.t1.1	TRX18
Cre14.g615250.t2.1	TRX18
Cre14.g615350.t1.2	THB2
Cre14.g615400.t1.2	THB1
Cre14.g615550.t1.1	TGL19
Cre14.g615750.t1.1	CAM2
Cre14.g615850.t1.1	EFH8
Cre14.g615850.t2.1	EFH8
Cre14.g615900.t1.1	FBT3
Cre14.g616100.t1.1	FKB53
Cre14.g616200.t1.2	PIGM
Cre14.g616250.t1.2	CPL9
Cre14.g616350.t1.2	FAS4
Cre14.g616450.t1.1	CYG46
Cre14.g616550.t1.1	CYG50
Cre14.g616600.t1.2	FZL
Cre14.g616750.t1.1	PEX5
Cre14.g616900.t1.2	SULP2
Cre14.g616950.t1.1	SELT
Cre14.g617100.t1.2	SRS9
Cre14.g617150.t1.1	RLS4
Cre14.g617200.t1.1	RLS7
Cre14.g617250.t1.2	FAP282
Cre14.g617300.t1.2	PSL3
Cre14.g617400.t1.2	HSP22F
Cre14.g617450.t1.2	HSP22E
Cre14.g617500.t1.2	RSP14
Cre14.g617550.t1.2	DLE3
Cre14.g617600.t1.2	DEG9
Cre14.g617650.t1.1	PDE1
Cre14.g617700.t1.1	PDE2
Cre14.g617750.t1.1	PDE3
Cre14.g617900.t1.2	RPL35
Cre14.g617950.t1.1	CAM18
Cre14.g618000.t1.2	EFH9
Cre14.g618050.t1.2	PLAP3
Cre14.g618600.t1.2	MRP7
Cre14.g618600.t2.1	MRP7
Cre14.g618600.t3.1	MRP7
Cre14.g618650.t1.2	IQA1
Cre14.g618700.t1.1	MRPS7
Cre14.g618750.t1.1	FAP246
Cre14.g618820.t1.2	CSB57
Cre14.g619100.t1.2	CLPR1
Cre14.g619166.t1.1	CSK6
Cre14.g619300.t1.1	CYN16
Cre14.g619550.t1.2	POA7
Cre14.g619550.t2.1	POA7
Cre14.g619800.t1.2	SPO11B
Cre14.g619854.t1.2	ELG35
Cre14.g619900.t1.1	PHX22
Cre14.g620300.t1.2	ASB1
Cre14.g620350.t1.2	GCH3
Cre14.g620400.t1.2	SPC22
Cre14.g620600.t1.2	PHC2
Cre14.g620702.t1.1	PHC24
Cre14.g620850.t1.2	NSG17
Cre14.g621450.t1.2	RPL5
Cre14.g621650.t1.1	MCT1
Cre14.g621700.t1.1	MMP31
Cre14.g621751.t1.1	USP
Cre14.g622050.t1.1	ELG28
Cre14.g622850.t1.1	RAD51
Cre14.g623200.t1.1	LAP1
Cre14.g623300.t1.2	NCP1
Cre14.g623650.t1.2	ADH7
Cre14.g623700.t1.1	OPR63
Cre14.g624350.t1.2	VTE6
Cre14.g624400.t1.2	FAP99
Cre14.g624500.t1.2	RRP46
Cre14.g624900.t1.2	FAP171
Cre14.g624950.t1.1	DHC10
Cre14.g625150.t1.1	PGM8
Cre14.g625251.t1.2	CSV12
Cre14.g625300.t1.1	CAX3
Cre14.g625400.t1.1	RPT1
Cre14.g625450.t1.2	VTE3
Cre14.g625450.t2.1	VTE3
Cre14.g625500.t1.1	FAP254
Cre14.g625500.t2.1	FAP254
Cre14.g625550.t1.2	FAP410
Cre14.g625550.t2.1	FAP410
Cre14.g625600.t1.1	FHL2	FHL10
Cre14.g625625.t1.1	FTSH11
Cre14.g625750.t1.2	TIC22
Cre14.g625750.t2.1	TIC22
Cre14.g625850.t1.1	MMP32
Cre14.g625950.t1.1	PAP4
Cre14.g626200.t1.1	PFH7
Cre14.g626400.t1.2	CYP743C1
Cre14.g626700.t1.2	PETF
Cre14.g626800.t1.1	OPR64
Cre14.g626900.t1.2	PMM
Cre14.g626950.t1.1	NIC1
Cre14.g627576.t1.1	DHC7
Cre14.g627650.t1.1	FAP392
Cre14.g628050.t1.2	COG1
Cre14.g628350.t1.2	HSLV1
Cre14.g628400.t1.2	TSA3
Cre14.g628450.t1.1	CYN48
Cre14.g628500.t1.1	CPLD66
Cre14.g628533.t1.1	CYG3
Cre14.g628650.t1.2	MME4
Cre14.g628850.t1.1	CYG26
Cre14.g629000.t1.2	AXT1
Cre14.g629150.t1.1	CYG4
Cre14.g629200.t1.2	FAP98
Cre14.g629241.t1.1	CYG25
Cre14.g629464.t1.1	CSB58
Cre14.g629650.t1.1	NIK1
Cre14.g629700.t1.1	MME3
Cre14.g629750.t1.1	MME2
Cre14.g629750.t2.1	MME2
Cre14.g630000.t1.2	KIR2
Cre14.g630100.t1.2	RPL13
Cre14.g630200.t1.2	FAP312
Cre14.g630200.t2.1	FAP312
Cre14.g630250.t1.1	CYCR1
Cre14.g630500.t1.2	TIE2
Cre14.g630550.t1.1	DEG1B	DEG12
Cre14.g630750.t1.1	MAPKKK10
Cre14.g630847.t1.1	TAL2
Cre14.g630859.t1.1	HID1
Cre14.g630907.t1.1	ATG5
Cre14.g630907.t2.1	ATG5
Cre14.g631100.t1.1	SRR29
Cre14.g631150.t1.1	CEP14
Cre14.g631150.t2.1	CEP14
Cre14.g631200.t1.2	DII6
Cre14.g631350.t1.1	VSP7
Cre14.g631650.t1.1	FAP406
Cre14.g632000.t1.1	CGE2
Cre14.g632300.t1.1	HDA6
Cre14.g632350.t1.1	FAP138
Cre14.g632400.t1.1	SSA19
Cre14.g632799.t1.1	ZSP2A
Cre14.g632847.t1.1	ELG44
Cre14.g632950.t1.2	NOT1
Cre14.g633000.t1.2	ERV1
Cre14.g633150.t1.1	OPR66
Cre14.g633400.t1.1	PGA7
Cre14.g633650.t1.1	PRP6
Cre14.g633750.t1.1	IPB2
Cre15.g634701.t1.1	RECQ4
Cre15.g634800.t1.1	NCL3	OPR67
Cre15.g635350.t1.2	PRM4
Cre15.g635350.t2.1	PRM4
Cre15.g635350.t3.1	PRM4
Cre15.g635400.t1.2	ZYS3
Cre15.g635600.t1.2	FAP357
Cre15.g635700.t1.1	MAPKKK12
Cre15.g635800.t1.1	SMC1
Cre15.g635850.t1.2	ATP3
Cre15.g635850.t2.1	ATP3
Cre15.g636050.t1.2	CPLD31
Cre15.g636300.t1.2	CPN2
Cre15.g636600.t1.2	FAP391
Cre15.g637050.t1.2	FAP274
Cre15.g637850.t1.1	NCL13	OPR68
Cre15.g638000.t1.1	OPR69	NCL34
Cre15.g638050.t1.1	OPR70	NCL33
Cre15.g638100.t1.1	NCL32	OPR71
Cre15.g638150.t1.1	NCL31	OPR72
Cre15.g638300.t1.1	NCL28	OPR75
Cre15.g638303.t1.1	NCL29
Cre15.g638304.t1.1	NCL30
Cre15.g638401.t1.1	OPR76	NCL27
Cre15.g638450.t1.2	NCL26	OPR77
Cre15.g638500.t1.2	CYC1
Cre15.g638550.t1.1	NCL25	OPR79
Cre15.g638551.t1.1	OPR78
Cre15.g638650.t1.1	NCL23	OPR81
Cre15.g638651.t1.1	NCL24	OPR80
Cre15.g638700.t1.1	OPR82	NCL22
Cre15.g638750.t1.2	NCL21	OPR83
Cre15.g638950.t1.1	OPR87	NCC1
Cre15.g638954.t1.1	NCL19
Cre15.g638954.t2.1	NCL19
Cre15.g638956.t1.1	OPR84	NCL20
Cre15.g639000.t1.2	OPR88	NCL17
Cre15.g639100.t1.2	FAP195
Cre15.g639300.t1.1	NCL16	OPR89
Cre15.g639304.t1.2	NCL15	OPR90
Cre15.g639308.t1.2	OPR91	NCL14
Cre15.g639614.t1.2	NCL12	OPR116
Cre15.g639650.t1.1	NCL11	OPR92
Cre15.g639700.t1.1	OPR93	NCL10
Cre15.g639750.t1.1	OPR94	NCL9
Cre15.g639800.t1.1	OPR95	NCL7
Cre15.g639802.t1.1	NCL8
Cre15.g639850.t1.2	NCL6	OPR96
Cre15.g640000.t1.1	FAP345
Cre15.g640350.t1.2	OPR97	NCL4
Cre15.g640400.t1.1	OPR98	NCC2
Cre15.g640426.t1.1	NCL18
Cre15.g640450.t1.2	NCL5	OPR99
Cre15.g641200.t1.2	MCP28
Cre15.g641650.t1.1	HLM22
Cre15.g641800.t1.2	RAB8
Cre15.g643503.t1.1	COP9
Cre15.g643503.t2.1	COP9
Cre15.g643550.t1.2	PDX1
Cre15.g643600.t1.2	SUFB	SUFB1
Cre15.g643700.t1.1	RLS6
Cre15.g643703.t1.1	RLS9
Cre16.g647534.t1.2	NRX4
Cre16.g647534.t2.1	NRX4
Cre16.g647550.t1.1	HEL60
Cre16.g647901.t1.1	CSC8
Cre16.g648200.t1.2	CYP744C1
Cre16.g648200.t2.1	CYP744C1
Cre16.g648200.t3.1	CYP744C1
Cre16.g648300.t1.2	PHT6
Cre16.g648350.t1.1	PDY2
Cre16.g648500.t1.2	HTR23
Cre16.g648550.t1.2	HFO23
Cre16.g648850.t1.2	ADS1
Cre16.g649050.t1.1	CYG38
Cre16.g649050.t2.1	CYG38
Cre16.g649100.t1.2	MAPKKK13
Cre16.g649400.t1.2	CPLD16
Cre16.g649466.t1.1	CAX5
Cre16.g649600.t1.2	PUF4
Cre16.g649800.t1.1	PPR3
Cre16.g649900.t1.1	HTR24
Cre16.g649950.t1.2	HFO24
Cre16.g650100.t1.2	PETN
Cre16.g650200.t1.1	MCP17
Cre16.g650250.t1.2	HFO25
Cre16.g650300.t1.2	HTR25
Cre16.g650400.t1.1	CPL20
Cre16.g650450.t1.2	FAP219
Cre16.g650550.t1.2	FAP103
Cre16.g650550.t2.1	FAP103
Cre16.g650600.t1.2	MST1
Cre16.g650650.t1.1	AGT3
Cre16.g650750.t1.1	FAP268
Cre16.g650800.t1.1	TIM13
Cre16.g651000.t1.2	RFA3
Cre16.g651050.t1.2	CYC6
Cre16.g651350.t1.1	ATG17
Cre16.g651550.t1.2	MTT1
Cre16.g651650.t1.1	TSI2
Cre16.g651750.t1.2	TSI
Cre16.g651900.t1.1	CRI1
Cre16.g652050.t1.2	ZXE3
Cre16.g652100.t1.2	MAP2
Cre16.g652150.t1.2	FBP4
Cre16.g652200.t1.2	MMP9
Cre16.g652250.t1.2	CMA3
Cre16.g652300.t1.1	CMA2
Cre16.g652350.t1.2	FAP183
Cre16.g652400.t1.2	FAP183
Cre16.g652550.t1.2	PRPL24
Cre16.g652750.t1.2	FMO10
Cre16.g652850.t1.2	GTR4
Cre16.g653150.t1.2	CPR3
Cre16.g653150.t2.1	CPR3
Cre16.g653601.t1.1	MRPL33
Cre16.g653800.t1.1	OPR101
Cre16.g654150.t1.1	FAP63
Cre16.g654300.t1.2	RSP23
Cre16.g654500.t1.1	EIF3F
Cre16.g654600.t1.1	PHC56
Cre16.g654700.t1.1	PHC61
Cre16.g654950.t1.1	SRR3
Cre16.g655000.t1.1	PWR11
Cre16.g655200.t1.2	PTB6
Cre16.g655200.t2.1	PTB6
Cre16.g655750.t1.2	TEK1
Cre16.g656250.t1.1	SMP12
Cre16.g656300.t1.1	DPR1
Cre16.g656400.t1.2	SQD1
Cre16.g656433.t1.1	CSB59
Cre16.g656500.t1.1	ALA3
Cre16.g656500.t2.1	ALA3
Cre16.g656551.t1.1	PDI
Cre16.g656600.t1.2	TRX19
Cre16.g656700.t1.2	KIN14A-2
Cre16.g657200.t1.1	GOX17
Cre16.g657250.t1.2	GOX19
Cre16.g657300.t1.2	CPI1
Cre16.g657450.t1.1	MPA12
Cre16.g657650.t1.2	FAP35
Cre16.g657750.t1.2	CCD2
Cre16.g657800.t1.1	CCD3
Cre16.g657850.t1.2	SEC63
Cre16.g657950.t1.1	SSA5
Cre16.g658400.t1.2	FDX2
Cre16.g658650.t1.1	MYO1
Cre16.g658700.t1.1	FAP376
Cre16.g658900.t1.1	TRP10
Cre16.g659000.t1.1	ATG13
Cre16.g659200.t1.1	CYP742A1
Cre16.g659250.t1.2	CYB5
Cre16.g659300.t1.1	CYB2
Cre16.g659350.t1.2	CYB1
Cre16.g659750.t1.1	CEP15
Cre16.g659850.t1.2	CGL37
Cre16.g659950.t1.1	PRPS5
Cre16.g660000.t1.2	CPLD63
Cre16.g660390.t1.1	CSR1
Cre16.g660390.t2.1	CSR1
Cre16.g660750.t1.1	CC2D2A
Cre16.g660800.t1.2	TIM44
Cre16.g660900.t1.2	KIL10
Cre16.g661050.t1.2	RPL34
Cre16.g661100.t1.2	MAPK7
Cre16.g661150.t1.1	CGL5
Cre16.g661350.t1.2	RBCMT1	RMT1
Cre16.g661450.t1.2	HTV3
Cre16.g661588.t1.1	OPR102
Cre16.g661900.t1.1	HEL61
Cre16.g662000.t1.2	HEL62
Cre16.g662150.t1.2	CCB1
Cre16.g662300.t1.2	SMP8
Cre16.g662550.t1.2	SUM3
Cre16.g662600.t1.2	LCI11C
Cre16.g662800.t1.2	PRP4
Cre16.g662950.t1.1	ANK3
Cre16.g663100.t1.1	ALG7
Cre16.g663200.t1.1	FAP295
Cre16.g663350.t1.2	CLPX
Cre16.g663400.t1.2	LCI11A
Cre16.g663400.t2.1	LCI11A
Cre16.g663450.t1.2	LCI11B
Cre16.g663500.t1.2	RPN10
Cre16.g663600.t1.2	PHT7
Cre16.g663650.t1.2	TRS33
Cre16.g663800.t1.2	CGL51
Cre16.g663850.t1.1	SSS5
Cre16.g663900.t1.2	PBGD1
Cre16.g663950.t1.2	ERG3
Cre16.g664000.t1.2	HLM25
Cre16.g664150.t1.1	PDE18
Cre16.g664200.t1.1	PDE33
Cre16.g664200.t2.1	PDE33
Cre16.g664250.t1.2	OASTL2
Cre16.g664301.t1.1	POLQ1
Cre16.g664500.t1.2	BBS3
Cre16.g664500.t2.1	BBS3
Cre16.g664550.t1.2	SHMT1
Cre16.g664600.t1.2	NUOB16
Cre16.g664700.t1.2	SHY1
Cre16.g664801.t1.1	RBL4
Cre16.g665000.t1.2	UMP1
Cre16.g665050.t1.2	CAV2
Cre16.g665100.t1.1	CAV3
Cre16.g665250.t1.2	APE1	TEF6
Cre16.g665400.t1.2	SMP9
Cre16.g665450.t1.1	FAP48	RYR1
Cre16.g665600.t1.2	CSK7
Cre16.g665750.t1.2	RAA2
Cre16.g665800.t1.2	SS4	SSS4
Cre16.g665850.t1.1	FAP248
Cre16.g665950.t1.1	MCM8
Cre16.g666050.t1.2	CPLD49
Cre16.g666150.t1.2	DCC2
Cre16.g666301.t1.2	RPS30
Cre16.g666334.t1.1	RFS1
Cre16.g666334.t2.1	RFS1
Cre16.g666334.t3.1	RFS1
Cre16.g666400.t1.1	MAD1
Cre16.g666500.t1.2	BBS8
Cre16.g666550.t1.1	SOUL3
Cre16.g667100.t1.2	LMR3
Cre16.g667350.t1.1	CAV6
Cre16.g667450.t1.2	TLP2
Cre16.g667451.t1.1	TLP3
Cre16.g667750.t1.2	RPB7
Cre16.g667850.t1.1	NSG10
Cre16.g668800.t1.1	MTA4
Cre16.g668850.t1.1	MTA2
Cre16.g668900.t1.1	MTA3
Cre16.g669126.t1.1	ADH2
Cre16.g669150.t1.2	ADH13
Cre16.g669550.t1.2	METC
Cre16.g669900.t1.2	FAP399
Cre16.g669950.t1.2	ALG14
Cre16.g670250.t1.2	TOM6
Cre16.g670800.t1.2	TFC1
Cre16.g670950.t1.2	CYC4
Cre16.g670973.t1.1	GST3
Cre16.g671000.t1.2	NDA5
Cre16.g671329.t1.1	DNJ4
Cre16.g671350.t1.2	ARS2
Cre16.g671400.t1.2	ARS1
Cre16.g671750.t1.1	PFD4
Cre16.g671800.t1.2	PGA8
Cre16.g671900.t1.1	PIN4
Cre16.g672250.t1.1	MPA13
Cre16.g672385.t1.1	HIS5
Cre16.g672600.t1.2	WDR92
Cre16.g672650.t1.2	MCP14
Cre16.g672800.t1.2	GMP1
Cre16.g673001.t1.1	LCI2
Cre16.g673001.t2.1	LCI2
Cre16.g673109.t1.1	ACP1
Cre16.g673150.t1.2	HDA14
Cre16.g673250.t1.1	NRR1
Cre16.g673550.t1.1	CGLD36
Cre16.g673617.t1.1	PRF1
Cre16.g673650.t1.1	LHCB5
Cre16.g673729.t1.1	CPN11
Cre16.g673900.t1.1	RPC3
Cre16.g673953.t1.1	FKB16-7
Cre16.g674050.t1.2	ADH12
Cre16.g674250.t1.2	SRS10
Cre16.g674300.t1.1	FAP269
Cre16.g674350.t1.2	MRPS13
Cre16.g674515.t1.1	DIC3
Cre16.g674852.t1.1	HAP2
Cre16.g674890.t1.1	CGLD5B
Cre16.g674890.t2.1	CGLD5B
Cre16.g675000.t1.1	HEMD1
Cre16.g675100.t1.1	CPLD53
Cre16.g675250.t1.1	LPL2
Cre16.g675300.t1.1	PHT8
Cre16.g675500.t1.2	FKB16-5
Cre16.g675550.t1.2	FKB16-2
Cre16.g675550.t2.1	FKB16-2
Cre16.g675550.t3.1	FKB16-2
Cre16.g675637.t1.1	SUM1
Cre16.g675650.t1.2	ALD8
Cre16.g675749.t1.1	SUM2
Cre16.g675900.t1.2	OAD1
Cre16.g676050.t1.1	ARP3
Cre16.g676150.t1.2	MSD3
Cre16.g676197.t1.1	RPN1
Cre16.g676250.t1.2	MFT28
Cre16.g676314.t1.1	EIF3H
Cre16.g676400.t1.2	HEL63
Cre16.g676450.t1.2	CPLD39
Cre16.g676645.t1.1	DRC8
Cre16.g676650.t1.2	AP1G1
Cre16.g676757.t1.1	PTB8
Cre16.g676757.t2.1	PTB8
Cre16.g677000.t1.2	HSP70E
Cre16.g677026.t1.1	PDH1
Cre16.g677250.t1.2	TEH5
Cre16.g677300.t1.1	GOX16
Cre16.g677500.t1.2	APK1
Cre16.g677600.t1.2	SOM5
Cre16.g677950.t1.1	QOR1
Cre16.g678000.t1.2	CPL22
Cre16.g678050.t1.1	SRE3
Cre16.g678100.t1.2	VPS28
Cre16.g678350.t1.2	CAM19
Cre16.g678551.t1.1	CYG34
Cre16.g678773.t1.1	BSD2
Cre16.g678851.t1.1	PSBP2
Cre16.g678900.t1.2	HKR6
Cre16.g679109.t1.1	YEE3
Cre16.g679200.t1.1	PEX1
Cre16.g679221.t1.1	ANK27
Cre16.g679250.t1.2	ELI1	ELIP1
Cre16.g679300.t1.2	CGL139
Cre16.g679445.t1.1	FAS6
Cre16.g679500.t1.2	NUOB8
Cre16.g679520.t1.1	CSB60
Cre16.g679550.t1.1	FAP277
Cre16.g679557.t1.1	FAS5
Cre16.g679669.t1.1	CMS1
Cre16.g679850.t1.1	CYG35
Cre16.g679900.t1.2	XRN3
Cre16.g679950.t1.2	RFC3
Cre16.g680000.t1.2	ATP5
Cre16.g680050.t1.1	DRT2
Cre16.g680230.t1.1	SEC61G
